n70,g75,g31
n65,g84,g39
n6,g13,g16
n35,g97,g98
n4,g37,g8
n32,g58,g23
n72,g87,g67
n74,g88,g7
n26,g50,g85
n21,g1,g74
n60,g42,g14
n20,g72,g33
n73,g95,g9
n51,g91,g85
n69,g80,g96
n71,g92,g76
n28,g55,g96
n14,g79,g9
n45,g73,g42
n39,g57,g38
n5,g73,g45
n23,g58,g64
n24,g19,g51
n54,g55,g66
n16,g62,g44
n17,g11,g9
n18,g54,g23
n63,g1,g72
n9,g67,g6
n25,g10,g47
n30,g61,g76
n31,g8,g45
n10,g26,g94
n43,g31,g71
n68,g93,g72
n34,g46,g15
n8,g72,g10
n53,g52,g65
n55,g37,g81
n38,g83,g45
n33,g8,g89
n62,g24,g81
n11,g38,g40
n27,g13,g93
n50,g47,g83
n44,g52,g71
n12,g17,g65
n67,g10,g32
n0,g47,g98
n22,g32,g3
n58,g18,g91
n36,g80,g86
n42,g89,g63
n61,g92,g15
n3,g10,g6
n29,g79,g50
n47,g51,g63
n49,g26,g30
n52,g97,g77
n59,g43,g93
n57,g38,g9
n66,g96,g53
n37,g78,g22
n13,g58,g63
n40,g7,g32
n19,g66,g81
n46,g74,g89
n7,g70,g4
n15,g2,g64
n48,g42,g59
n41,g11,g17
n64,g36,g3
n56,g40,g82
n2,g78,g15
n1,g36,g48
