n70,g16,g14
n65,g37,g90
n6,g47,g29
n35,g49,g85
n4,g23,g42
n32,g37,g41
n72,g63,g81
n74,g47,g35
n26,g84,g98
n21,g28,g56
n60,g53,g9
n20,g6,g7
n73,g0,g43
n51,g88,g77
n69,g73,g91
n71,g39,g97
n28,g58,g10
n14,g10,g70
n45,g51,g90
n39,g47,g22
n5,g23,g44
n23,g94,g26
n24,g45,g29
n54,g95,g24
n16,g92,g59
n17,g72,g15
n18,g89,g74
n63,g86,g28
n9,g77,g56
n25,g96,g48
n30,g39,g1
n31,g90,g73
n10,g62,g61
n43,g95,g7
n68,g35,g87
n34,g95,g48
n8,g51,g28
n53,g82,g8
n55,g52,g30
n38,g77,g5
n33,g87,g77
n62,g23,g77
n11,g44,g39
n27,g70,g86
n50,g24,g79
n44,g44,g22
n12,g6,g94
n67,g29,g95
n0,g74,g10
n22,g10,g93
n58,g98,g32
n36,g32,g92
n42,g33,g18
n61,g45,g19
n3,g18,g11
n29,g25,g44
n47,g22,g92
n49,g35,g79
n52,g96,g4
n59,g61,g0
n57,g72,g33
n66,g63,g9
n37,g25,g85
n13,g4,g80
n40,g50,g37
n19,g61,g12
n46,g60,g39
n7,g60,g82
n15,g34,g4
n48,g89,g16
n41,g47,g8
n64,g32,g67
n56,g71,g36
n2,g74,g97
n1,g94,g12
