n70,g84,g32
n65,g16,g70
n6,g33,g91
n35,g44,g19
n4,g98,g13
n32,g14,g94
n72,g26,g81
n74,g24,g22
n26,g91,g10
n21,g49,g38
n60,g21,g76
n20,g55,g60
n73,g20,g7
n51,g27,g53
n69,g60,g57
n71,g31,g77
n28,g34,g56
n14,g16,g52
n45,g78,g28
n39,g85,g54
n5,g10,g67
n23,g49,g56
n24,g56,g44
n54,g73,g79
n16,g53,g85
n17,g36,g1
n18,g20,g1
n63,g24,g38
n9,g81,g47
n25,g16,g14
n30,g28,g50
n31,g58,g48
n10,g69,g8
n43,g78,g33
n68,g25,g48
n34,g85,g73
n8,g21,g16
n53,g14,g50
n55,g15,g90
n38,g53,g64
n33,g65,g6
n62,g59,g16
n11,g56,g4
n27,g88,g80
n50,g85,g69
n44,g51,g28
n12,g74,g75
n67,g67,g91
n0,g72,g53
n22,g2,g7
n58,g93,g96
n36,g11,g60
n42,g79,g78
n61,g48,g76
n3,g17,g34
n29,g89,g81
n47,g93,g91
n49,g33,g73
n52,g24,g84
n59,g95,g81
n57,g25,g93
n66,g33,g80
n37,g26,g30
n13,g29,g34
n40,g27,g89
n19,g47,g69
n46,g72,g82
n7,g42,g67
n15,g49,g95
n48,g21,g26
n41,g33,g84
n64,g85,g18
n56,g12,g68
n2,g14,g42
n1,g57,g59
