n70,g71,g94
n65,g94,g36
n6,g50,g61
n35,g58,g95
n4,g62,g74
n32,g15,g36
n72,g83,g44
n74,g22,g87
n26,g89,g54
n21,g29,g92
n60,g23,g5
n20,g90,g95
n73,g79,g46
n51,g3,g6
n69,g17,g98
n71,g36,g21
n28,g17,g68
n14,g37,g62
n45,g39,g45
n39,g25,g8
n5,g51,g70
n23,g4,g2
n24,g35,g99
n54,g89,g91
n16,g99,g90
n17,g6,g63
n18,g49,g16
n63,g34,g52
n9,g37,g79
n25,g61,g45
n30,g3,g56
n31,g79,g95
n10,g28,g41
n43,g99,g83
n68,g28,g16
n34,g69,g59
n8,g16,g95
n53,g52,g26
n55,g37,g21
n38,g21,g90
n33,g94,g7
n62,g62,g51
n11,g55,g9
n27,g84,g90
n50,g56,g39
n44,g32,g50
n12,g1,g88
n67,g97,g33
n75,g21,g66
n0,g20,g17
n22,g97,g99
n58,g8,g65
n36,g72,g27
n42,g19,g22
n61,g33,g83
n3,g11,g83
n29,g21,g13
n47,g19,g91
n49,g7,g75
n52,g30,g34
n59,g67,g48
n57,g25,g78
n66,g3,g96
n37,g7,g55
n13,g60,g34
n40,g61,g2
n19,g41,g45
n46,g53,g0
n7,g26,g3
n15,g8,g42
n48,g70,g48
n41,g62,g11
n64,g26,g85
n56,g2,g22
n2,g39,g1
n1,g75,g16
