n70,g93,g70
n65,g56,g79
n6,g65,g31
n35,g63,g39
n4,g34,g38
n32,g70,g3
n72,g89,g9
n74,g85,g78
n26,g78,g88
n21,g4,g10
n60,g4,g28
n20,g15,g7
n73,g92,g14
n51,g35,g80
n69,g44,g49
n71,g56,g94
n28,g20,g32
n14,g99,g26
n45,g29,g95
n39,g85,g27
n5,g89,g57
n23,g23,g32
n24,g92,g38
n54,g60,g29
n16,g41,g34
n17,g82,g36
n18,g9,g25
n63,g20,g99
n9,g26,g93
n25,g97,g56
n30,g18,g31
n31,g99,g44
n10,g19,g31
n43,g54,g73
n68,g91,g56
n34,g91,g43
n8,g86,g92
n53,g4,g98
n55,g79,g27
n38,g79,g29
n33,g92,g27
n62,g30,g88
n11,g95,g46
n27,g44,g82
n50,g3,g32
n44,g89,g95
n12,g94,g29
n67,g99,g9
n75,g76,g49
n0,g35,g27
n22,g78,g51
n58,g97,g50
n36,g27,g75
n42,g14,g8
n61,g65,g94
n3,g8,g76
n29,g79,g21
n47,g71,g12
n49,g91,g97
n52,g67,g90
n59,g7,g24
n57,g97,g68
n66,g14,g25
n37,g51,g17
n13,g88,g54
n40,g15,g94
n19,g30,g0
n46,g44,g35
n7,g70,g28
n15,g8,g52
n48,g7,g95
n41,g69,g53
n64,g84,g53
n56,g37,g18
n2,g89,g59
n1,g97,g18
