n70,g79,g73
n65,g63,g85
n6,g78,g45
n35,g52,g97
n4,g41,g19
n32,g59,g90
n72,g33,g4
n74,g41,g65
n26,g29,g5
n21,g4,g56
n60,g56,g17
n20,g28,g42
n73,g31,g83
n51,g87,g47
n69,g27,g84
n71,g26,g87
n28,g95,g37
n14,g33,g90
n45,g3,g85
n39,g31,g66
n5,g36,g54
n23,g99,g95
n24,g41,g86
n54,g15,g14
n16,g76,g17
n17,g30,g29
n18,g89,g16
n63,g91,g86
n9,g2,g98
n25,g98,g57
n30,g24,g12
n31,g54,g22
n10,g28,g91
n43,g65,g70
n68,g48,g68
n34,g50,g29
n8,g72,g52
n53,g3,g98
n55,g17,g80
n38,g78,g94
n33,g32,g21
n62,g59,g68
n11,g93,g14
n27,g92,g22
n50,g31,g71
n44,g60,g18
n12,g48,g51
n67,g3,g99
n75,g48,g46
n0,g96,g78
n22,g27,g0
n58,g85,g54
n36,g99,g57
n42,g9,g46
n61,g94,g41
n3,g23,g35
n29,g93,g24
n47,g66,g40
n49,g69,g10
n52,g89,g60
n59,g36,g76
n57,g44,g87
n66,g19,g85
n37,g36,g72
n13,g66,g56
n40,g57,g79
n19,g67,g90
n46,g8,g59
n7,g93,g8
n15,g7,g56
n48,g11,g52
n41,g33,g3
n64,g85,g23
n56,g37,g38
n2,g69,g86
n1,g52,g99
