n70,g5,g48
n65,g42,g97
n6,g92,g51
n35,g10,g47
n4,g6,g45
n32,g86,g72
n72,g83,g63
n74,g19,g6
n26,g3,g66
n21,g96,g42
n60,g50,g4
n20,g24,g12
n73,g78,g45
n51,g31,g32
n69,g69,g42
n71,g64,g63
n28,g0,g51
n14,g28,g73
n45,g3,g44
n39,g39,g10
n5,g50,g66
n23,g99,g69
n24,g80,g51
n54,g65,g73
n16,g83,g1
n17,g26,g79
n18,g59,g0
n63,g55,g39
n9,g52,g81
n25,g37,g55
n30,g29,g24
n31,g10,g40
n10,g81,g8
n43,g79,g22
n68,g22,g93
n34,g52,g79
n8,g36,g49
n53,g11,g34
n55,g66,g5
n38,g24,g33
n33,g66,g57
n62,g63,g13
n11,g7,g93
n27,g93,g11
n50,g4,g63
n44,g95,g28
n12,g97,g33
n67,g39,g11
n75,g98,g10
n0,g77,g58
n22,g24,g13
n58,g30,g87
n36,g89,g93
n42,g97,g76
n61,g64,g69
n3,g78,g49
n29,g48,g80
n47,g98,g72
n49,g36,g40
n52,g71,g81
n59,g2,g36
n57,g55,g6
n66,g92,g58
n37,g51,g84
n13,g22,g36
n40,g18,g45
n19,g22,g71
n46,g27,g40
n7,g89,g29
n15,g20,g45
n48,g97,g10
n41,g78,g67
n64,g72,g89
n56,g30,g90
n2,g73,g3
n1,g23,g34
