n70,g11,g49
n65,g97,g89
n6,g62,g8
n35,g21,g58
n4,g79,g41
n32,g80,g97
n72,g48,g58
n74,g26,g27
n26,g60,g16
n21,g14,g87
n60,g78,g27
n20,g39,g12
n73,g7,g23
n51,g87,g46
n69,g31,g73
n71,g80,g36
n28,g85,g43
n14,g50,g26
n45,g14,g59
n39,g76,g73
n5,g5,g2
n23,g49,g21
n24,g46,g88
n54,g5,g93
n16,g68,g99
n17,g24,g4
n18,g2,g68
n63,g39,g13
n9,g7,g15
n25,g21,g30
n30,g27,g93
n31,g41,g19
n10,g32,g13
n43,g97,g21
n68,g94,g77
n34,g82,g60
n8,g22,g16
n53,g24,g79
n55,g35,g90
n38,g2,g75
n33,g20,g40
n62,g93,g28
n11,g70,g23
n27,g56,g13
n50,g58,g4
n44,g51,g46
n12,g40,g45
n67,g80,g47
n75,g3,g65
n0,g16,g11
n22,g48,g74
n58,g84,g59
n36,g63,g30
n42,g95,g4
n61,g89,g67
n3,g36,g28
n29,g95,g68
n47,g45,g62
n49,g21,g76
n52,g94,g3
n59,g16,g98
n57,g73,g61
n66,g85,g24
n37,g27,g83
n13,g52,g14
n40,g15,g44
n19,g99,g51
n46,g57,g87
n7,g39,g14
n15,g64,g91
n48,g26,g96
n41,g45,g92
n64,g51,g47
n56,g91,g54
n2,g78,g48
n1,g73,g98
