n70,g68,g54
n65,g12,g13
n6,g16,g22
n35,g19,g32
n4,g15,g57
n32,g19,g92
n72,g54,g70
n26,g65,g97
n21,g54,g83
n60,g51,g76
n20,g42,g75
n51,g92,g84
n69,g93,g11
n71,g70,g30
n28,g64,g17
n14,g21,g79
n45,g89,g3
n39,g52,g75
n5,g70,g83
n23,g66,g87
n24,g21,g59
n54,g51,g26
n16,g60,g8
n17,g63,g34
n18,g82,g14
n63,g47,g62
n9,g52,g83
n25,g73,g86
n30,g45,g14
n31,g21,g95
n10,g27,g57
n43,g36,g82
n68,g3,g88
n34,g11,g96
n8,g78,g60
n53,g27,g42
n55,g38,g98
n38,g22,g71
n33,g88,g83
n62,g17,g86
n11,g89,g16
n27,g49,g30
n50,g18,g22
n44,g20,g82
n12,g14,g22
n67,g97,g87
n0,g96,g30
n22,g14,g3
n58,g46,g40
n36,g49,g23
n42,g12,g56
n61,g70,g79
n3,g46,g98
n29,g31,g78
n47,g88,g9
n49,g63,g51
n52,g35,g71
n59,g17,g71
n57,g73,g91
n66,g81,g40
n37,g40,g22
n13,g20,g5
n40,g3,g19
n19,g14,g42
n46,g97,g66
n7,g37,g44
n15,g42,g98
n48,g39,g17
n41,g4,g39
n64,g4,g5
n56,g90,g45
n2,g78,g96
n1,g92,g11
