n70,g60,g50
n65,g33,g76
n6,g40,g62
n35,g53,g62
n4,g31,g9
n32,g22,g49
n72,g17,g0
n26,g14,g53
n21,g73,g41
n60,g91,g13
n20,g27,g0
n51,g44,g77
n69,g52,g2
n71,g44,g5
n28,g85,g31
n14,g61,g4
n45,g37,g89
n39,g46,g26
n5,g41,g44
n23,g38,g53
n24,g3,g73
n54,g19,g33
n16,g8,g31
n17,g19,g84
n18,g52,g17
n63,g14,g46
n9,g11,g80
n25,g65,g68
n30,g95,g52
n31,g42,g76
n10,g38,g82
n43,g88,g2
n68,g38,g52
n34,g90,g12
n8,g93,g46
n53,g0,g54
n55,g37,g13
n38,g44,g22
n33,g49,g67
n62,g55,g86
n11,g0,g60
n27,g10,g94
n50,g81,g76
n44,g84,g4
n12,g25,g62
n67,g1,g3
n0,g76,g17
n22,g18,g72
n58,g92,g28
n36,g70,g80
n42,g42,g47
n61,g72,g3
n3,g84,g29
n29,g1,g40
n47,g93,g31
n49,g26,g38
n52,g69,g39
n59,g12,g68
n57,g17,g14
n66,g58,g82
n37,g26,g92
n13,g41,g11
n40,g12,g71
n19,g4,g20
n46,g16,g29
n7,g57,g92
n15,g71,g20
n48,g71,g64
n41,g45,g59
n64,g73,g14
n56,g15,g16
n2,g32,g28
n1,g76,g91
