n70,g13,g66
n65,g93,g23
n6,g29,g78
n35,g81,g33
n4,g47,g90
n32,g8,g39
n72,g0,g75
n26,g8,g53
n21,g97,g78
n60,g27,g33
n20,g62,g64
n51,g17,g88
n69,g98,g26
n71,g27,g91
n28,g78,g40
n14,g49,g74
n45,g60,g73
n39,g61,g88
n5,g58,g45
n23,g45,g12
n24,g2,g99
n54,g5,g50
n16,g36,g46
n17,g42,g4
n18,g39,g26
n63,g75,g63
n9,g68,g47
n25,g97,g54
n30,g41,g60
n31,g3,g73
n10,g90,g75
n43,g51,g72
n68,g49,g13
n34,g3,g29
n8,g77,g21
n53,g63,g85
n55,g56,g6
n38,g28,g87
n33,g42,g80
n62,g47,g73
n11,g17,g93
n27,g63,g10
n50,g71,g54
n44,g48,g17
n12,g37,g44
n67,g56,g65
n0,g17,g71
n22,g27,g89
n58,g49,g89
n36,g92,g18
n42,g16,g18
n61,g54,g68
n3,g68,g51
n29,g33,g74
n47,g62,g17
n49,g23,g49
n52,g88,g55
n59,g57,g99
n57,g97,g41
n66,g70,g92
n37,g61,g25
n13,g36,g51
n40,g67,g10
n19,g51,g80
n46,g65,g22
n7,g8,g96
n15,g90,g77
n48,g5,g21
n41,g44,g53
n64,g29,g24
n56,g55,g83
n2,g61,g2
n1,g49,g7
