n70,g15,g94
n65,g62,g7
n6,g58,g62
n35,g45,g39
n4,g64,g89
n32,g36,g98
n72,g31,g27
n26,g43,g68
n21,g2,g85
n60,g17,g48
n20,g51,g89
n51,g3,g31
n69,g84,g18
n71,g17,g4
n28,g80,g51
n14,g45,g24
n45,g8,g99
n39,g58,g40
n5,g57,g43
n23,g8,g47
n24,g63,g33
n54,g72,g86
n16,g42,g13
n17,g41,g55
n18,g81,g39
n63,g94,g67
n9,g70,g1
n25,g23,g36
n30,g23,g21
n31,g60,g86
n10,g81,g68
n43,g52,g79
n68,g91,g9
n34,g32,g24
n8,g53,g24
n53,g25,g21
n55,g93,g95
n38,g53,g55
n33,g5,g6
n62,g98,g97
n11,g9,g39
n27,g65,g33
n50,g3,g43
n44,g3,g60
n12,g36,g49
n67,g60,g45
n0,g84,g37
n22,g91,g13
n58,g99,g76
n36,g12,g13
n42,g40,g65
n61,g43,g54
n3,g51,g50
n29,g9,g33
n47,g55,g35
n49,g23,g81
n52,g65,g68
n59,g29,g98
n57,g61,g10
n66,g41,g37
n37,g80,g55
n13,g42,g70
n40,g63,g73
n19,g10,g76
n46,g25,g39
n7,g30,g19
n15,g29,g57
n48,g50,g65
n41,g65,g12
n64,g37,g46
n56,g99,g61
n2,g45,g90
n1,g32,g33
