n70,g67,g70
n65,g5,g23
n6,g71,g24
n35,g44,g74
n4,g55,g89
n32,g69,g49
n72,g16,g94
n26,g80,g49
n21,g71,g81
n60,g12,g51
n20,g64,g7
n51,g90,g48
n69,g20,g12
n71,g87,g30
n28,g36,g94
n14,g60,g72
n45,g83,g7
n39,g99,g75
n5,g62,g73
n23,g93,g31
n24,g74,g96
n54,g96,g65
n16,g73,g24
n17,g27,g96
n18,g63,g49
n63,g21,g67
n9,g42,g43
n25,g28,g26
n30,g9,g75
n31,g74,g38
n10,g26,g11
n43,g95,g89
n68,g69,g62
n34,g12,g28
n8,g55,g76
n53,g80,g58
n55,g80,g99
n38,g97,g99
n33,g84,g92
n62,g44,g51
n11,g64,g82
n27,g24,g39
n50,g92,g45
n44,g16,g65
n12,g58,g78
n67,g10,g42
n0,g71,g17
n22,g43,g46
n58,g32,g9
n36,g36,g53
n42,g15,g62
n61,g22,g60
n3,g20,g21
n29,g48,g62
n47,g44,g24
n49,g80,g55
n52,g36,g17
n59,g44,g87
n57,g73,g69
n66,g68,g51
n37,g82,g98
n13,g80,g77
n40,g69,g75
n19,g12,g24
n46,g90,g67
n7,g18,g6
n15,g1,g2
n48,g61,g50
n41,g7,g32
n64,g0,g3
n56,g89,g94
n2,g26,g98
n1,g37,g14
