n0,g27,g74
n1,g66,g87
n2,g76,g69
n3,g83,g63
n4,g17,g14
n5,g3,g49
n6,g35,g86
n7,g73,g44
n8,g17,g16
n9,g91,g65
n10,g88,g36
n11,g44,g20
n12,g51,g13
n13,g30,g0
n14,g35,g58
n15,g37,g96
n16,g48,g40
n17,g8,g53
n18,g90,g2
n19,g91,g94
n20,g18,g62
n21,g29,g77
n22,g25,g65
n23,g87,g92
n24,g58,g68
n25,g65,g57
n26,g93,g52
n27,g10,g90
n28,g54,g47
n29,g44,g38
n30,g14,g42
n31,g52,g48
n32,g90,g43
n33,g56,g72
n34,g98,g85
n35,g47,g64
n36,g27,g29
n37,g60,g83
n38,g32,g1
n39,g11,g84
n40,g73,g93
n41,g47,g78
n42,g40,g2
n43,g13,g89
n44,g51,g67
n45,g55,g0
n46,g70,g75
n47,g56,g17
n48,g99,g90
n49,g25,g12
n50,g14,g33
n51,g93,g81
n52,g14,g55
n53,g36,g4
n54,g75,g38
n55,g1,g63
n56,g55,g57
n57,g52,g39
n58,g52,g23
n59,g68,g92
