n70,g63,g34
n6,g23,g24
n4,g7,g89
n22,g60,g23
n21,g75,g32
n60,g91,g20
n79,g98,g93
n74,g12,g98
n69,g10,g63
n28,g0,g41
n14,g1,g76
n45,g30,g0
n5,g45,g58
n23,g81,g96
n24,g71,g48
n17,g51,g46
n54,g50,g7
n77,g0,g85
n63,g28,g89
n9,g42,g50
n25,g67,g37
n87,g43,g59
n10,g2,g8
n68,g1,g40
n34,g31,g77
n72,g0,g26
n73,g16,g83
n55,g83,g75
n44,g70,g8
n16,g80,g63
n80,g72,g36
n81,g22,g52
n75,g29,g84
n66,g18,g87
n47,g84,g62
n52,g42,g89
n59,g67,g88
n57,g78,g15
n71,g90,g65
n37,g80,g82
n31,g57,g30
n19,g64,g66
n46,g60,g78
n65,g9,g75
n85,g58,g44
n1,g2,g82
n84,g39,g65
n32,g45,g51
n26,g70,g57
n20,g72,g4
n53,g87,g5
n56,g2,g60
n76,g12,g89
n38,g40,g90
n13,g62,g74
n67,g4,g82
n41,g72,g9
n18,g69,g81
n11,g97,g82
n30,g7,g90
n35,g37,g53
n8,g30,g13
n83,g43,g42
n39,g91,g38
n33,g6,g28
n27,g94,g4
n50,g9,g66
n12,g95,g20
n82,g60,g14
n0,g61,g17
n43,g28,g72
n58,g8,g74
n36,g48,g89
n42,g82,g17
n61,g68,g69
n78,g55,g57
n3,g30,g2
n29,g78,g71
n49,g68,g33
n86,g65,g5
n62,g17,g15
n40,g20,g78
n51,g29,g99
n7,g30,g84
n15,g19,g41
n48,g27,g49
n64,g83,g63
n2,g99,g56
