n70,g4,g11
n6,g99,g97
n4,g93,g77
n22,g48,g69
n21,g80,g24
n60,g34,g81
n79,g60,g23
n74,g90,g76
n69,g20,g52
n28,g96,g52
n14,g84,g99
n45,g82,g80
n5,g29,g36
n23,g59,g62
n24,g72,g26
n17,g95,g7
n54,g10,g1
n77,g75,g67
n63,g10,g90
n9,g72,g62
n25,g49,g51
n87,g92,g32
n10,g98,g84
n68,g14,g49
n34,g73,g80
n72,g84,g0
n73,g60,g39
n55,g91,g29
n44,g43,g36
n16,g42,g32
n80,g67,g89
n81,g14,g22
n75,g43,g32
n66,g55,g40
n47,g52,g54
n52,g82,g48
n59,g13,g55
n57,g77,g92
n71,g91,g27
n37,g82,g63
n31,g57,g13
n19,g14,g33
n46,g24,g92
n65,g69,g25
n85,g65,g7
n1,g9,g21
n84,g95,g97
n32,g16,g72
n26,g81,g15
n20,g27,g0
n53,g33,g90
n56,g70,g1
n76,g17,g73
n38,g90,g39
n13,g33,g98
n67,g95,g5
n41,g20,g31
n18,g96,g38
n11,g89,g97
n30,g78,g44
n35,g65,g53
n8,g9,g54
n83,g29,g67
n39,g88,g1
n33,g94,g17
n27,g60,g40
n50,g87,g57
n12,g95,g31
n82,g97,g50
n0,g6,g3
n43,g25,g92
n58,g57,g98
n36,g75,g53
n42,g16,g37
n61,g14,g51
n78,g23,g34
n3,g22,g70
n29,g27,g7
n49,g14,g90
n86,g88,g41
n62,g2,g43
n40,g48,g26
n51,g80,g69
n7,g56,g82
n15,g25,g61
n48,g12,g89
n64,g8,g94
n2,g18,g36
