n70,g47,g57
n65,g39,g31
n6,g85,g29
n35,g42,g33
n4,g71,g34
n32,g53,g43
n72,g28,g46
n26,g89,g10
n21,g78,g3
n60,g14,g72
n20,g17,g79
n73,g79,g68
n51,g91,g27
n69,g55,g90
n71,g48,g91
n28,g31,g81
n14,g71,g80
n45,g5,g69
n39,g96,g73
n5,g69,g4
n23,g39,g43
n24,g86,g64
n54,g89,g6
n16,g36,g8
n17,g66,g2
n18,g43,g51
n63,g46,g76
n9,g91,g50
n25,g22,g31
n30,g3,g49
n31,g44,g32
n10,g60,g76
n43,g90,g59
n68,g42,g32
n34,g89,g85
n8,g32,g14
n53,g96,g89
n55,g99,g33
n38,g83,g63
n33,g42,g4
n62,g13,g16
n11,g68,g3
n27,g95,g26
n50,g92,g31
n44,g18,g23
n12,g37,g33
n67,g67,g80
n0,g58,g64
n22,g0,g15
n58,g14,g9
n36,g69,g79
n42,g81,g61
n61,g99,g4
n3,g79,g84
n29,g49,g54
n47,g83,g70
n49,g59,g93
n52,g49,g33
n59,g17,g36
n57,g73,g30
n66,g3,g90
n37,g97,g66
n13,g57,g62
n40,g32,g65
n19,g46,g89
n46,g60,g88
n7,g35,g23
n15,g41,g18
n48,g71,g99
n41,g43,g80
n64,g80,g92
n56,g91,g98
n2,g23,g64
n1,g83,g78
