n70,g5,g80
n65,g74,g11
n6,g40,g69
n35,g41,g94
n4,g59,g68
n32,g70,g28
n72,g17,g96
n26,g9,g67
n21,g2,g65
n60,g29,g58
n20,g69,g71
n73,g24,g15
n51,g97,g46
n69,g4,g47
n71,g81,g51
n28,g44,g40
n14,g79,g27
n45,g39,g99
n39,g1,g36
n5,g77,g98
n23,g10,g87
n24,g75,g73
n54,g39,g4
n16,g8,g30
n17,g75,g29
n18,g78,g64
n63,g68,g93
n9,g36,g26
n25,g10,g19
n30,g27,g1
n31,g75,g84
n10,g15,g87
n43,g53,g54
n68,g70,g64
n34,g95,g76
n8,g9,g35
n53,g91,g89
n55,g21,g88
n38,g44,g0
n33,g30,g44
n62,g0,g95
n11,g74,g28
n27,g77,g69
n50,g86,g71
n44,g94,g9
n12,g40,g27
n67,g22,g56
n0,g92,g21
n22,g32,g93
n58,g98,g59
n36,g38,g59
n42,g55,g95
n61,g30,g36
n3,g91,g60
n29,g23,g45
n47,g32,g0
n49,g66,g11
n52,g92,g32
n59,g13,g8
n57,g64,g35
n66,g61,g34
n37,g97,g29
n13,g3,g91
n40,g91,g44
n19,g94,g4
n46,g98,g11
n7,g61,g82
n15,g89,g71
n48,g95,g31
n41,g46,g98
n64,g68,g92
n56,g69,g74
n2,g74,g59
n1,g27,g48
