n70,g58,g51
n65,g73,g43
n6,g69,g71
n35,g65,g8
n4,g86,g54
n32,g38,g81
n72,g98,g49
n26,g52,g26
n21,g38,g27
n60,g81,g42
n20,g98,g46
n73,g53,g1
n51,g73,g0
n69,g80,g38
n71,g90,g4
n28,g98,g19
n14,g32,g82
n45,g15,g6
n39,g93,g50
n5,g28,g77
n23,g61,g69
n24,g13,g79
n54,g92,g60
n16,g97,g41
n17,g90,g9
n18,g0,g54
n63,g92,g96
n9,g91,g44
n25,g45,g39
n30,g29,g65
n31,g57,g4
n10,g1,g87
n43,g63,g46
n68,g48,g23
n34,g61,g64
n8,g35,g21
n53,g94,g67
n55,g46,g6
n38,g99,g33
n33,g1,g9
n62,g59,g54
n11,g50,g24
n27,g79,g15
n50,g84,g55
n44,g48,g32
n12,g39,g91
n67,g84,g63
n0,g93,g69
n22,g17,g56
n58,g37,g69
n36,g51,g94
n42,g77,g70
n61,g13,g74
n3,g94,g37
n29,g52,g28
n47,g8,g95
n49,g34,g78
n52,g34,g46
n59,g30,g44
n57,g96,g12
n66,g7,g4
n37,g65,g24
n13,g5,g15
n40,g34,g13
n19,g79,g92
n46,g97,g72
n7,g84,g19
n15,g26,g37
n48,g90,g59
n41,g56,g82
n64,g76,g77
n56,g92,g94
n2,g95,g73
n1,g18,g2
