n70,g41,g78
n6,g85,g33
n4,g79,g75
n22,g73,g79
n21,g95,g35
n60,g26,g14
n79,g82,g34
n74,g0,g66
n69,g78,g71
n28,g65,g41
n14,g64,g58
n45,g73,g81
n5,g53,g81
n23,g6,g29
n24,g98,g51
n17,g55,g89
n54,g84,g38
n77,g54,g3
n63,g76,g71
n9,g57,g19
n25,g97,g98
n87,g91,g47
n10,g81,g3
n68,g18,g64
n34,g90,g0
n72,g75,g45
n73,g97,g45
n55,g20,g76
n44,g40,g60
n16,g36,g44
n80,g98,g30
n81,g5,g71
n75,g83,g34
n66,g10,g41
n47,g66,g69
n52,g93,g62
n59,g42,g29
n57,g17,g68
n71,g92,g45
n37,g47,g84
n31,g4,g30
n19,g53,g94
n46,g39,g47
n65,g78,g5
n85,g23,g27
n1,g20,g16
n84,g48,g45
n32,g31,g83
n26,g52,g13
n20,g7,g37
n53,g9,g27
n56,g49,g94
n76,g2,g72
n38,g38,g91
n13,g80,g86
n67,g22,g65
n41,g94,g4
n18,g5,g49
n11,g80,g69
n30,g64,g96
n35,g64,g63
n8,g83,g54
n83,g60,g58
n39,g50,g62
n33,g34,g59
n27,g52,g48
n50,g77,g2
n12,g83,g59
n82,g12,g46
n0,g16,g33
n43,g39,g59
n58,g94,g39
n36,g5,g54
n42,g17,g6
n61,g5,g70
n78,g16,g11
n3,g22,g99
n29,g79,g10
n49,g76,g53
n86,g98,g9
n62,g51,g99
n40,g19,g96
n51,g57,g97
n7,g22,g85
n15,g12,g83
n48,g1,g59
n64,g9,g51
n2,g51,g14
