n70,g50,g37
n6,g69,g27
n4,g19,g7
n22,g29,g39
n21,g59,g77
n60,g61,g89
n79,g41,g28
n74,g69,g45
n69,g89,g0
n28,g28,g74
n14,g46,g60
n45,g94,g73
n5,g57,g35
n23,g25,g81
n24,g15,g49
n17,g52,g47
n54,g24,g69
n77,g75,g43
n63,g39,g90
n9,g62,g41
n25,g72,g68
n87,g59,g56
n10,g71,g35
n68,g26,g36
n34,g97,g47
n72,g66,g1
n73,g32,g82
n55,g32,g54
n44,g93,g98
n16,g56,g8
n80,g7,g20
n81,g21,g44
n75,g10,g25
n66,g14,g70
n47,g37,g56
n52,g55,g59
n59,g9,g30
n57,g23,g35
n71,g59,g34
n37,g43,g28
n31,g38,g20
n19,g53,g49
n46,g52,g91
n65,g34,g0
n85,g18,g3
n1,g71,g2
n84,g75,g1
n32,g43,g39
n26,g77,g7
n20,g88,g67
n53,g73,g39
n56,g30,g10
n76,g29,g7
n38,g72,g85
n13,g60,g27
n67,g66,g40
n41,g94,g31
n18,g47,g30
n11,g55,g67
n30,g80,g55
n35,g70,g69
n8,g49,g84
n83,g15,g67
n39,g1,g50
n33,g10,g22
n27,g76,g56
n50,g67,g29
n12,g54,g17
n82,g5,g24
n0,g87,g48
n43,g85,g84
n58,g61,g82
n36,g53,g86
n42,g72,g8
n61,g14,g27
n78,g45,g6
n3,g57,g27
n29,g3,g72
n49,g60,g8
n86,g22,g98
n62,g41,g80
n40,g21,g53
n51,g23,g15
n7,g89,g16
n15,g28,g77
n48,g49,g14
n64,g42,g74
n2,g69,g22
