n70,g27,g28
n65,g82,g69
n6,g21,g83
n35,g67,g26
n4,g56,g1
n32,g85,g76
n72,g36,g39
n83,g72,g86
n74,g7,g3
n84,g54,g37
n26,g56,g90
n21,g48,g79
n60,g64,g6
n20,g25,g7
n73,g70,g63
n51,g69,g67
n69,g98,g74
n71,g65,g47
n28,g94,g61
n77,g17,g99
n14,g47,g3
n45,g97,g86
n39,g6,g40
n5,g56,g21
n23,g73,g20
n24,g33,g29
n54,g25,g11
n16,g53,g29
n82,g53,g91
n17,g74,g66
n18,g82,g86
n63,g66,g9
n9,g22,g72
n25,g13,g20
n30,g52,g96
n31,g47,g2
n10,g7,g76
n43,g89,g79
n68,g50,g65
n34,g9,g82
n8,g71,g14
n79,g8,g11
n53,g58,g96
n55,g5,g78
n38,g76,g23
n33,g98,g52
n62,g61,g21
n11,g18,g94
n27,g75,g12
n50,g4,g64
n44,g35,g83
n12,g7,g80
n67,g31,g62
n75,g88,g23
n80,g8,g93
n0,g21,g39
n22,g98,g3
n81,g30,g87
n58,g72,g12
n36,g81,g29
n42,g55,g50
n61,g84,g91
n78,g95,g64
n3,g29,g5
n29,g70,g49
n47,g2,g93
n49,g15,g53
n52,g17,g51
n59,g30,g70
n57,g35,g26
n66,g34,g84
n37,g38,g4
n13,g49,g78
n40,g16,g25
n19,g47,g79
n46,g13,g17
n7,g10,g72
n15,g13,g53
n48,g28,g77
n41,g54,g65
n76,g10,g5
n64,g41,g97
n56,g90,g25
n2,g1,g11
n1,g41,g48
