n70,g91,g78
n65,g70,g10
n6,g96,g95
n35,g65,g53
n4,g4,g8
n32,g97,g19
n72,g19,g25
n83,g88,g44
n74,g6,g85
n84,g99,g0
n26,g43,g85
n21,g69,g81
n60,g20,g15
n20,g84,g5
n73,g4,g74
n51,g88,g64
n69,g8,g52
n71,g6,g68
n28,g95,g75
n77,g14,g84
n14,g52,g92
n45,g53,g93
n39,g18,g39
n5,g73,g35
n23,g42,g15
n24,g14,g15
n54,g62,g77
n16,g13,g38
n82,g80,g2
n17,g22,g37
n18,g12,g33
n63,g79,g45
n9,g2,g15
n25,g90,g24
n30,g94,g97
n31,g61,g74
n10,g51,g1
n43,g22,g50
n68,g40,g2
n34,g50,g64
n8,g42,g51
n79,g57,g8
n53,g21,g68
n55,g85,g12
n38,g85,g33
n33,g37,g29
n62,g73,g10
n11,g48,g5
n27,g45,g35
n50,g59,g72
n44,g99,g2
n12,g10,g5
n67,g11,g59
n75,g30,g3
n80,g13,g80
n0,g62,g0
n22,g26,g89
n81,g55,g16
n58,g98,g48
n36,g84,g83
n42,g10,g69
n61,g80,g8
n78,g29,g39
n3,g9,g46
n29,g52,g95
n47,g68,g35
n49,g74,g57
n52,g78,g48
n59,g74,g25
n57,g78,g70
n66,g67,g28
n37,g69,g48
n13,g26,g49
n40,g92,g66
n19,g68,g47
n46,g52,g89
n7,g98,g84
n15,g43,g74
n48,g15,g0
n41,g95,g79
n76,g22,g39
n64,g10,g6
n56,g51,g37
n2,g56,g42
n1,g47,g86
