n70,g62,g73
n65,g38,g9
n6,g42,g88
n35,g49,g67
n4,g63,g90
n32,g86,g43
n72,g58,g77
n74,g14,g60
n26,g52,g20
n21,g77,g60
n60,g17,g84
n20,g52,g74
n73,g25,g22
n51,g60,g96
n69,g60,g35
n71,g28,g35
n28,g81,g43
n14,g92,g51
n45,g3,g10
n39,g80,g43
n5,g73,g61
n23,g23,g22
n24,g74,g78
n54,g97,g52
n16,g44,g28
n17,g80,g11
n18,g45,g31
n63,g45,g41
n9,g5,g56
n25,g8,g24
n30,g43,g19
n31,g13,g62
n10,g18,g84
n43,g75,g20
n68,g97,g45
n34,g26,g63
n8,g14,g79
n53,g87,g47
n55,g51,g78
n38,g22,g20
n33,g88,g98
n62,g42,g19
n11,g76,g4
n27,g93,g88
n50,g9,g96
n44,g36,g56
n12,g53,g48
n67,g26,g37
n0,g34,g54
n22,g46,g86
n58,g26,g93
n36,g91,g38
n42,g46,g85
n61,g84,g0
n3,g41,g53
n29,g21,g95
n47,g16,g77
n49,g18,g1
n52,g27,g19
n59,g18,g16
n57,g6,g25
n66,g40,g26
n37,g24,g67
n13,g58,g39
n40,g0,g98
n19,g64,g45
n46,g26,g59
n7,g15,g51
n15,g74,g5
n48,g68,g23
n41,g76,g44
n64,g85,g61
n56,g89,g49
n2,g68,g24
n1,g80,g47
