n70,g43,g75
n65,g34,g54
n6,g22,g6
n35,g32,g50
n4,g91,g49
n32,g28,g14
n72,g2,g53
n74,g12,g22
n26,g76,g11
n21,g39,g7
n60,g30,g3
n20,g2,g46
n73,g59,g96
n51,g34,g38
n69,g82,g10
n71,g1,g44
n28,g9,g73
n14,g86,g44
n45,g89,g57
n39,g71,g66
n5,g87,g68
n23,g67,g89
n24,g35,g7
n54,g70,g47
n16,g24,g64
n17,g15,g7
n18,g56,g68
n63,g24,g85
n9,g5,g84
n25,g64,g95
n30,g35,g81
n31,g96,g7
n10,g61,g28
n43,g29,g43
n68,g3,g47
n34,g98,g37
n8,g33,g14
n53,g96,g41
n55,g21,g79
n38,g52,g20
n33,g49,g14
n62,g86,g20
n11,g89,g97
n27,g16,g36
n50,g44,g60
n44,g75,g55
n12,g39,g35
n67,g67,g29
n0,g72,g0
n22,g80,g21
n58,g97,g49
n36,g44,g0
n42,g34,g2
n61,g63,g68
n3,g70,g48
n29,g48,g7
n47,g30,g95
n49,g41,g42
n52,g61,g47
n59,g64,g40
n57,g79,g17
n66,g39,g63
n37,g91,g92
n13,g73,g31
n40,g72,g98
n19,g6,g36
n46,g2,g83
n7,g61,g66
n15,g97,g29
n48,g52,g26
n41,g90,g81
n64,g4,g77
n56,g42,g12
n2,g8,g4
n1,g18,g10
