n70,g29,g78
n65,g84,g37
n6,g5,g35
n35,g21,g16
n4,g41,g18
n32,g74,g32
n72,g25,g82
n26,g74,g77
n21,g0,g61
n60,g82,g58
n20,g92,g27
n51,g30,g90
n69,g6,g2
n71,g4,g98
n28,g32,g29
n14,g8,g24
n45,g5,g44
n39,g58,g25
n5,g98,g54
n23,g23,g1
n24,g30,g93
n54,g98,g89
n16,g37,g42
n17,g51,g95
n18,g60,g70
n63,g24,g36
n9,g43,g41
n25,g50,g7
n30,g13,g43
n31,g23,g57
n10,g79,g23
n43,g92,g8
n68,g58,g34
n34,g61,g63
n8,g89,g82
n53,g54,g7
n55,g1,g2
n38,g57,g2
n33,g50,g33
n62,g33,g20
n11,g98,g69
n27,g89,g7
n50,g57,g4
n44,g72,g20
n12,g11,g53
n67,g71,g77
n0,g77,g39
n22,g35,g93
n58,g68,g58
n36,g78,g59
n42,g46,g10
n61,g21,g15
n3,g5,g95
n29,g60,g62
n47,g12,g70
n49,g5,g67
n52,g28,g91
n59,g69,g6
n57,g31,g87
n66,g66,g65
n37,g46,g95
n13,g72,g24
n40,g49,g38
n19,g1,g44
n46,g43,g38
n7,g16,g11
n15,g40,g42
n48,g60,g79
n41,g75,g67
n64,g88,g30
n56,g87,g26
n2,g88,g70
n1,g59,g24
