n70,g77,g20
n65,g58,g83
n6,g83,g30
n35,g35,g76
n4,g89,g14
n32,g26,g0
n72,g81,g13
n26,g95,g27
n21,g82,g59
n60,g14,g67
n20,g23,g12
n51,g48,g82
n69,g62,g53
n71,g37,g0
n28,g9,g54
n14,g12,g88
n45,g70,g36
n39,g9,g80
n5,g90,g29
n23,g59,g67
n24,g61,g46
n54,g23,g18
n16,g38,g80
n17,g35,g80
n18,g79,g85
n63,g6,g86
n9,g22,g68
n25,g4,g43
n30,g28,g45
n31,g3,g90
n10,g93,g85
n43,g92,g66
n68,g23,g41
n34,g55,g59
n8,g71,g85
n53,g0,g10
n55,g93,g84
n38,g85,g36
n33,g60,g6
n62,g23,g3
n11,g98,g85
n27,g46,g21
n50,g81,g21
n44,g29,g15
n12,g60,g58
n67,g46,g88
n0,g28,g36
n22,g4,g53
n58,g36,g27
n36,g76,g72
n42,g48,g95
n61,g74,g73
n3,g27,g37
n29,g56,g88
n47,g33,g96
n49,g29,g22
n52,g54,g98
n59,g24,g66
n57,g26,g88
n66,g73,g16
n37,g42,g40
n13,g0,g94
n40,g67,g51
n19,g61,g4
n46,g40,g18
n7,g57,g71
n15,g46,g37
n48,g72,g36
n41,g55,g18
n64,g18,g86
n56,g38,g12
n2,g20,g61
n1,g97,g71
