n70,g60,g73
n65,g99,g21
n6,g16,g99
n35,g1,g74
n4,g73,g39
n32,g81,g3
n72,g36,g56
n26,g24,g97
n21,g89,g38
n60,g22,g6
n20,g86,g79
n51,g35,g31
n69,g82,g88
n71,g88,g53
n28,g47,g21
n14,g42,g37
n45,g81,g47
n39,g47,g74
n5,g33,g64
n23,g42,g1
n24,g22,g47
n54,g80,g91
n16,g88,g67
n17,g62,g14
n18,g44,g11
n63,g66,g95
n9,g0,g93
n25,g10,g36
n30,g54,g87
n31,g11,g0
n10,g38,g88
n43,g90,g79
n68,g81,g65
n34,g0,g41
n8,g94,g3
n53,g9,g18
n55,g64,g77
n38,g90,g60
n33,g64,g86
n62,g48,g77
n11,g49,g9
n27,g96,g17
n50,g70,g76
n44,g50,g77
n12,g35,g59
n67,g52,g81
n0,g82,g28
n22,g9,g97
n58,g51,g67
n36,g88,g87
n42,g51,g8
n61,g78,g76
n3,g8,g21
n29,g19,g52
n47,g87,g40
n49,g94,g0
n52,g19,g38
n59,g84,g23
n57,g29,g4
n66,g44,g83
n37,g24,g38
n13,g45,g13
n40,g37,g97
n19,g90,g31
n46,g63,g25
n7,g28,g42
n15,g98,g99
n48,g71,g91
n41,g4,g25
n64,g81,g11
n56,g59,g72
n2,g13,g26
n1,g34,g25
