n70,g80,g41
n65,g96,g19
n6,g78,g4
n35,g31,g27
n4,g99,g91
n32,g77,g46
n26,g60,g74
n21,g66,g51
n60,g43,g49
n20,g35,g71
n51,g24,g68
n69,g76,g50
n28,g95,g79
n14,g73,g87
n45,g16,g15
n39,g15,g98
n5,g34,g13
n23,g29,g4
n24,g72,g7
n54,g65,g61
n16,g43,g33
n17,g52,g48
n18,g76,g75
n63,g8,g26
n9,g66,g9
n25,g73,g51
n30,g83,g82
n31,g66,g57
n10,g20,g81
n43,g18,g71
n68,g38,g94
n34,g2,g3
n8,g86,g31
n53,g21,g64
n55,g10,g37
n38,g37,g49
n33,g66,g17
n62,g82,g10
n11,g52,g29
n27,g44,g80
n50,g25,g15
n44,g17,g88
n12,g15,g50
n67,g62,g69
n0,g8,g62
n22,g18,g74
n58,g13,g96
n36,g7,g11
n42,g10,g18
n61,g92,g64
n3,g5,g38
n29,g31,g95
n47,g32,g67
n49,g93,g13
n52,g52,g84
n59,g62,g49
n57,g30,g56
n66,g10,g3
n37,g17,g89
n13,g19,g18
n40,g21,g9
n19,g42,g54
n46,g30,g96
n7,g38,g47
n15,g77,g94
n48,g27,g94
n41,g43,g11
n64,g4,g51
n56,g96,g8
n2,g58,g65
n1,g93,g59
