n70,g1,g10
n65,g46,g11
n6,g7,g79
n35,g27,g46
n4,g44,g41
n32,g36,g18
n26,g5,g32
n21,g96,g71
n60,g65,g72
n20,g47,g67
n51,g87,g77
n69,g43,g28
n28,g3,g40
n14,g2,g88
n45,g71,g38
n39,g73,g28
n5,g45,g82
n23,g28,g36
n24,g85,g67
n54,g78,g80
n16,g7,g12
n17,g34,g73
n18,g47,g84
n63,g76,g49
n9,g71,g67
n25,g40,g74
n30,g46,g94
n31,g12,g62
n10,g96,g17
n43,g30,g64
n68,g11,g81
n34,g89,g61
n8,g39,g97
n53,g88,g61
n55,g0,g8
n38,g40,g38
n33,g65,g42
n62,g65,g26
n11,g5,g79
n27,g65,g61
n50,g56,g97
n44,g81,g35
n12,g97,g51
n67,g11,g16
n0,g87,g51
n22,g45,g14
n58,g11,g82
n36,g8,g85
n42,g89,g88
n61,g78,g51
n3,g18,g95
n29,g42,g68
n47,g14,g16
n49,g80,g88
n52,g92,g0
n59,g22,g89
n57,g61,g6
n66,g88,g43
n37,g98,g96
n13,g76,g6
n40,g8,g3
n19,g25,g18
n46,g48,g1
n7,g78,g55
n15,g96,g58
n48,g91,g6
n41,g69,g55
n64,g45,g16
n56,g24,g82
n2,g96,g89
n1,g74,g46
