n70,g96,g57
n65,g58,g95
n6,g32,g61
n35,g85,g80
n4,g18,g54
n32,g6,g70
n26,g54,g2
n21,g55,g38
n60,g15,g31
n20,g32,g40
n51,g81,g73
n69,g62,g87
n28,g6,g2
n14,g89,g14
n45,g93,g24
n39,g12,g62
n5,g29,g38
n23,g87,g38
n24,g80,g3
n54,g39,g60
n16,g86,g24
n17,g48,g63
n18,g95,g4
n63,g35,g16
n9,g38,g74
n25,g92,g19
n30,g69,g24
n31,g35,g13
n10,g41,g11
n43,g87,g77
n68,g59,g12
n34,g86,g60
n8,g75,g81
n53,g22,g88
n55,g31,g37
n38,g76,g98
n33,g60,g77
n62,g91,g4
n11,g13,g51
n27,g37,g42
n50,g23,g22
n44,g46,g77
n12,g82,g71
n67,g35,g63
n0,g87,g95
n22,g95,g24
n58,g52,g49
n36,g25,g91
n42,g90,g82
n61,g1,g7
n3,g42,g67
n29,g55,g33
n47,g90,g14
n49,g91,g8
n52,g15,g30
n59,g40,g3
n57,g67,g70
n66,g67,g16
n37,g46,g82
n13,g72,g52
n40,g70,g50
n19,g65,g90
n46,g67,g82
n7,g0,g67
n15,g91,g19
n48,g19,g17
n41,g32,g0
n64,g36,g52
n56,g92,g89
n2,g35,g62
n1,g89,g63
