n70,g67,g95
n65,g79,g24
n6,g14,g15
n35,g54,g23
n4,g60,g13
n32,g8,g6
n26,g36,g88
n21,g7,g51
n60,g93,g38
n20,g69,g22
n51,g23,g41
n69,g30,g67
n28,g29,g82
n14,g54,g4
n45,g89,g56
n39,g82,g73
n5,g70,g47
n23,g64,g61
n24,g84,g93
n54,g14,g63
n16,g48,g60
n17,g21,g62
n18,g40,g26
n63,g89,g61
n9,g36,g9
n25,g93,g21
n30,g5,g97
n31,g20,g98
n10,g92,g99
n43,g36,g73
n68,g30,g64
n34,g51,g18
n8,g73,g10
n53,g81,g23
n55,g45,g68
n38,g12,g34
n33,g4,g83
n62,g49,g58
n11,g73,g2
n27,g73,g92
n50,g51,g34
n44,g5,g44
n12,g99,g1
n67,g4,g40
n0,g14,g53
n22,g2,g16
n58,g45,g61
n36,g9,g61
n42,g15,g97
n61,g21,g98
n3,g13,g87
n29,g57,g8
n47,g20,g63
n49,g55,g91
n52,g23,g3
n59,g31,g19
n57,g63,g59
n66,g88,g60
n37,g10,g47
n13,g55,g72
n40,g74,g80
n19,g60,g80
n46,g25,g12
n7,g10,g75
n15,g74,g77
n48,g64,g65
n41,g3,g2
n64,g57,g86
n56,g78,g84
n2,g29,g91
n1,g20,g14
