n70,g86,g90
n65,g72,g53
n6,g69,g71
n35,g69,g58
n4,g63,g29
n32,g0,g12
n26,g16,g3
n21,g46,g60
n60,g89,g30
n20,g46,g12
n51,g51,g80
n69,g22,g41
n28,g92,g55
n14,g65,g17
n45,g41,g58
n39,g72,g47
n5,g27,g83
n23,g96,g38
n24,g62,g68
n54,g19,g3
n16,g33,g13
n17,g40,g45
n18,g64,g81
n63,g41,g0
n9,g40,g85
n25,g76,g81
n30,g19,g87
n31,g71,g42
n10,g3,g32
n43,g96,g53
n68,g60,g82
n34,g24,g48
n8,g25,g70
n53,g45,g71
n55,g87,g74
n38,g91,g2
n33,g42,g20
n62,g77,g62
n11,g63,g28
n27,g31,g86
n50,g95,g6
n44,g64,g13
n12,g38,g75
n67,g95,g80
n0,g74,g10
n22,g21,g58
n58,g75,g89
n36,g40,g36
n42,g46,g43
n61,g59,g6
n3,g96,g0
n29,g21,g45
n47,g77,g89
n49,g2,g45
n52,g71,g72
n59,g30,g31
n57,g52,g33
n66,g64,g34
n37,g58,g34
n13,g79,g77
n40,g71,g80
n19,g7,g13
n46,g2,g79
n7,g7,g84
n15,g8,g24
n48,g60,g61
n41,g41,g97
n64,g57,g59
n56,g83,g60
n2,g60,g63
n1,g20,g76
