n70,g68,g25
n65,g49,g12
n6,g74,g69
n35,g58,g6
n4,g51,g98
n32,g60,g5
n72,g67,g57
n74,g53,g71
n26,g28,g79
n21,g58,g51
n60,g44,g10
n20,g44,g85
n73,g53,g20
n51,g23,g97
n69,g21,g11
n71,g87,g16
n28,g63,g8
n77,g28,g69
n14,g67,g58
n45,g85,g56
n39,g60,g36
n5,g48,g8
n23,g14,g95
n24,g47,g63
n54,g48,g81
n16,g47,g74
n17,g91,g7
n18,g23,g61
n63,g97,g66
n9,g26,g48
n25,g95,g49
n30,g63,g45
n31,g22,g7
n10,g71,g66
n43,g98,g77
n68,g5,g75
n34,g74,g27
n8,g40,g73
n79,g85,g97
n53,g14,g81
n55,g11,g77
n38,g87,g80
n33,g52,g34
n62,g42,g49
n11,g47,g37
n27,g46,g70
n50,g71,g31
n44,g53,g65
n12,g12,g86
n67,g43,g20
n75,g79,g90
n0,g13,g50
n22,g43,g70
n58,g33,g55
n36,g61,g70
n42,g71,g11
n61,g62,g70
n78,g69,g61
n3,g2,g91
n29,g95,g85
n47,g57,g80
n49,g92,g81
n52,g47,g10
n59,g34,g93
n57,g54,g60
n66,g91,g61
n37,g42,g73
n13,g35,g91
n40,g28,g89
n19,g37,g12
n46,g59,g60
n7,g36,g1
n15,g64,g68
n48,g61,g45
n41,g53,g67
n76,g65,g85
n64,g54,g29
n56,g15,g20
n2,g82,g31
n1,g39,g50
