n70,g16,g77
n65,g37,g79
n6,g60,g50
n35,g13,g44
n4,g54,g15
n32,g66,g38
n72,g18,g7
n74,g82,g96
n26,g3,g2
n21,g77,g79
n60,g87,g52
n20,g34,g80
n73,g59,g75
n51,g93,g27
n69,g83,g98
n71,g82,g50
n28,g8,g26
n77,g7,g25
n14,g82,g60
n45,g59,g90
n39,g47,g76
n5,g78,g96
n23,g24,g65
n24,g84,g96
n54,g52,g76
n16,g13,g19
n17,g87,g43
n18,g65,g34
n63,g23,g56
n9,g15,g70
n25,g88,g72
n30,g80,g62
n31,g85,g87
n10,g55,g35
n43,g54,g64
n68,g19,g10
n34,g63,g45
n8,g81,g32
n79,g22,g84
n53,g13,g18
n55,g86,g45
n38,g38,g73
n33,g64,g21
n62,g7,g21
n11,g98,g78
n27,g37,g78
n50,g94,g79
n44,g95,g55
n12,g85,g34
n67,g43,g59
n75,g98,g43
n0,g17,g10
n22,g72,g71
n58,g75,g39
n36,g90,g24
n42,g43,g73
n61,g52,g9
n78,g77,g66
n3,g5,g67
n29,g36,g94
n47,g19,g87
n49,g84,g13
n52,g5,g97
n59,g94,g29
n57,g5,g90
n66,g13,g88
n37,g1,g51
n13,g11,g45
n40,g8,g94
n19,g93,g64
n46,g41,g76
n7,g36,g26
n15,g97,g30
n48,g3,g94
n41,g61,g16
n76,g71,g25
n64,g46,g81
n56,g24,g26
n2,g20,g9
n1,g11,g20
