n70,g13,g37
n65,g20,g82
n6,g56,g33
n35,g77,g74
n4,g30,g21
n32,g56,g20
n72,g75,g34
n74,g31,g93
n26,g93,g78
n21,g26,g21
n60,g32,g91
n20,g92,g62
n73,g10,g14
n51,g43,g0
n69,g84,g23
n71,g12,g55
n28,g53,g84
n77,g78,g28
n14,g15,g90
n45,g37,g22
n39,g83,g13
n5,g40,g72
n23,g82,g25
n24,g21,g65
n54,g93,g83
n16,g66,g21
n17,g31,g40
n18,g71,g2
n63,g87,g46
n9,g87,g5
n25,g48,g89
n30,g31,g70
n31,g27,g66
n10,g6,g56
n43,g41,g91
n68,g41,g89
n34,g58,g12
n8,g6,g44
n79,g31,g56
n53,g26,g53
n55,g72,g3
n38,g9,g94
n33,g90,g91
n62,g51,g96
n11,g91,g83
n27,g87,g35
n50,g56,g90
n44,g70,g69
n12,g70,g62
n67,g28,g82
n75,g94,g0
n0,g72,g19
n22,g73,g47
n58,g16,g77
n36,g2,g32
n42,g28,g81
n61,g53,g85
n78,g35,g67
n3,g87,g73
n29,g96,g36
n47,g69,g90
n49,g1,g83
n52,g17,g57
n59,g69,g64
n57,g52,g69
n66,g12,g97
n37,g88,g33
n13,g32,g5
n40,g25,g70
n19,g18,g21
n46,g63,g95
n7,g92,g15
n15,g7,g29
n48,g79,g17
n41,g39,g5
n76,g10,g0
n64,g79,g48
n56,g30,g38
n2,g37,g52
n1,g80,g31
