n70,g49,g61
n65,g39,g68
n6,g39,g22
n35,g12,g65
n4,g15,g93
n32,g71,g15
n72,g1,g37
n74,g67,g58
n26,g68,g46
n21,g36,g17
n60,g69,g22
n20,g60,g34
n73,g5,g71
n51,g61,g44
n69,g17,g39
n71,g34,g79
n28,g24,g5
n77,g59,g6
n14,g41,g30
n45,g16,g42
n39,g2,g75
n5,g97,g43
n23,g82,g9
n24,g33,g66
n54,g54,g63
n16,g73,g30
n17,g1,g5
n18,g47,g20
n63,g14,g13
n9,g10,g47
n25,g33,g77
n30,g32,g22
n31,g81,g74
n10,g36,g73
n43,g33,g71
n68,g82,g57
n34,g86,g8
n8,g47,g94
n79,g65,g84
n53,g57,g14
n55,g69,g1
n38,g46,g52
n33,g18,g51
n62,g92,g62
n11,g80,g44
n27,g19,g71
n50,g47,g74
n44,g89,g66
n12,g38,g95
n67,g2,g45
n75,g80,g50
n0,g9,g97
n22,g7,g37
n58,g85,g94
n36,g98,g55
n42,g84,g35
n61,g46,g43
n78,g63,g28
n3,g29,g36
n29,g11,g21
n47,g4,g95
n49,g40,g99
n52,g74,g36
n59,g45,g5
n57,g92,g19
n66,g38,g48
n37,g1,g96
n13,g98,g54
n40,g52,g54
n19,g50,g67
n46,g19,g93
n7,g97,g56
n15,g28,g40
n48,g90,g85
n41,g99,g42
n76,g73,g58
n64,g67,g48
n56,g23,g30
n2,g55,g84
n1,g21,g72
