n0,g35,g58
n1,g62,g88
n2,g7,g44
n3,g69,g15
n4,g40,g45
n5,g98,g71
n6,g62,g64
n7,g32,g96
n8,g23,g43
n9,g11,g66
n10,g41,g15
n11,g78,g61
n12,g66,g73
n13,g93,g24
n14,g92,g26
n15,g32,g71
n16,g29,g57
n17,g34,g79
n18,g91,g62
n19,g61,g50
n20,g50,g64
n21,g93,g10
n22,g90,g74
n23,g4,g72
n24,g19,g31
n25,g21,g2
n26,g16,g5
n27,g4,g89
n28,g30,g90
n29,g8,g25
n30,g22,g99
n31,g76,g63
n32,g78,g26
n33,g70,g11
n34,g15,g99
n35,g26,g17
n36,g87,g54
n37,g46,g22
n38,g71,g77
n39,g97,g30
n40,g25,g14
n41,g75,g33
n42,g11,g34
n43,g25,g69
n44,g67,g36
n45,g84,g82
n46,g87,g40
n47,g78,g43
n48,g95,g8
n49,g87,g66
n50,g47,g77
n51,g41,g56
n52,g44,g23
n53,g65,g75
n54,g70,g87
n55,g91,g82
n56,g95,g5
n57,g37,g38
n58,g81,g0
n59,g86,g19
n60,g21,g73
n61,g60,g98
n62,g27,g43
n63,g83,g33
n64,g25,g96
n65,g73,g50
n66,g49,g85
n67,g82,g43
n68,g53,g10
n69,g60,g39
n70,g97,g98
n71,g44,g72
n72,g18,g19
n73,g93,g78
n74,g29,g35
n75,g58,g70
n76,g9,g7
n77,g16,g53
n78,g3,g17
n79,g23,g28
