n70,g66,g42
n65,g52,g45
n6,g15,g99
n35,g87,g43
n4,g41,g23
n32,g90,g5
n72,g97,g74
n74,g50,g15
n26,g39,g58
n21,g59,g51
n60,g36,g60
n20,g90,g86
n73,g87,g74
n51,g46,g37
n69,g11,g91
n71,g43,g99
n28,g51,g55
n77,g82,g16
n14,g27,g36
n45,g92,g18
n39,g28,g22
n5,g51,g96
n23,g74,g60
n24,g13,g88
n54,g93,g23
n16,g16,g19
n17,g14,g25
n18,g46,g76
n63,g77,g83
n9,g7,g22
n25,g9,g68
n30,g83,g32
n31,g97,g98
n10,g89,g3
n43,g7,g76
n68,g15,g93
n34,g56,g3
n8,g37,g70
n79,g68,g18
n53,g63,g7
n55,g17,g66
n38,g42,g99
n33,g85,g47
n62,g96,g6
n11,g91,g51
n27,g11,g81
n50,g44,g50
n44,g1,g45
n12,g33,g13
n67,g58,g75
n75,g37,g62
n0,g10,g35
n22,g36,g39
n58,g63,g70
n36,g0,g9
n42,g54,g52
n61,g64,g43
n78,g93,g20
n3,g82,g4
n29,g63,g6
n47,g88,g96
n49,g78,g58
n52,g67,g98
n59,g95,g33
n57,g6,g73
n66,g13,g7
n37,g10,g63
n13,g80,g34
n40,g89,g63
n19,g28,g16
n46,g61,g97
n7,g13,g34
n15,g28,g21
n48,g88,g5
n41,g29,g20
n76,g31,g40
n64,g99,g68
n56,g98,g76
n2,g35,g96
n1,g52,g29
