n70,g63,g85
n6,g37,g94
n4,g37,g0
n22,g47,g53
n21,g5,g80
n60,g51,g50
n79,g67,g29
n74,g32,g95
n69,g39,g66
n28,g4,g3
n14,g44,g59
n45,g30,g26
n5,g56,g51
n23,g60,g90
n24,g10,g7
n17,g1,g40
n54,g32,g25
n77,g6,g89
n63,g42,g3
n9,g72,g11
n25,g36,g61
n10,g69,g33
n68,g94,g76
n34,g60,g61
n72,g91,g37
n73,g36,g57
n55,g84,g79
n44,g23,g25
n16,g88,g3
n80,g5,g13
n81,g71,g11
n75,g34,g51
n66,g2,g94
n47,g29,g76
n52,g45,g19
n59,g17,g22
n57,g1,g93
n71,g98,g82
n37,g85,g7
n31,g44,g72
n19,g81,g58
n46,g24,g45
n65,g21,g81
n85,g86,g80
n1,g79,g41
n84,g52,g8
n32,g39,g62
n26,g15,g30
n20,g69,g84
n53,g44,g39
n56,g27,g5
n76,g68,g14
n38,g1,g95
n13,g55,g74
n67,g74,g20
n41,g37,g64
n18,g19,g16
n11,g32,g3
n30,g59,g96
n35,g1,g24
n8,g71,g49
n83,g19,g70
n39,g1,g86
n33,g78,g50
n27,g48,g17
n50,g97,g27
n12,g49,g51
n82,g53,g90
n0,g47,g15
n43,g76,g61
n58,g62,g25
n36,g72,g41
n42,g8,g96
n61,g42,g93
n78,g31,g90
n3,g90,g59
n29,g97,g54
n49,g58,g98
n62,g99,g36
n40,g61,g81
n51,g98,g34
n7,g94,g40
n15,g29,g41
n48,g86,g84
n64,g29,g71
n2,g67,g72
