n70,g29,g48
n6,g2,g51
n4,g26,g18
n22,g66,g68
n21,g69,g44
n60,g47,g66
n79,g77,g67
n74,g9,g75
n69,g47,g27
n28,g55,g90
n14,g75,g53
n45,g88,g60
n5,g77,g13
n23,g52,g29
n24,g74,g21
n17,g17,g60
n54,g38,g22
n77,g90,g28
n63,g99,g11
n9,g12,g89
n25,g22,g27
n10,g36,g53
n68,g66,g84
n34,g83,g19
n72,g56,g79
n73,g45,g62
n55,g45,g34
n44,g65,g31
n16,g33,g26
n80,g76,g86
n81,g44,g40
n75,g43,g13
n66,g37,g8
n47,g56,g61
n52,g99,g50
n59,g44,g73
n57,g82,g20
n71,g6,g37
n37,g6,g56
n31,g15,g55
n19,g68,g30
n46,g25,g62
n65,g18,g8
n85,g92,g8
n1,g50,g96
n84,g6,g41
n32,g89,g81
n26,g81,g63
n20,g91,g99
n53,g9,g25
n56,g88,g41
n76,g41,g81
n38,g56,g89
n13,g28,g99
n67,g73,g68
n41,g7,g70
n18,g80,g22
n11,g50,g5
n30,g31,g14
n35,g79,g82
n8,g85,g25
n83,g49,g37
n39,g10,g74
n33,g10,g70
n27,g72,g4
n50,g72,g56
n12,g71,g69
n82,g21,g11
n0,g25,g28
n43,g55,g31
n58,g90,g22
n36,g76,g31
n42,g55,g96
n61,g42,g26
n78,g4,g49
n3,g55,g0
n29,g33,g61
n49,g1,g85
n62,g4,g37
n40,g87,g17
n51,g88,g94
n7,g27,g83
n15,g37,g70
n48,g63,g26
n64,g88,g24
n2,g34,g0
