n70,g10,g32
n6,g13,g85
n4,g80,g4
n22,g9,g99
n21,g24,g37
n60,g26,g22
n79,g88,g94
n74,g96,g88
n69,g63,g83
n28,g37,g41
n14,g86,g23
n45,g72,g37
n5,g32,g87
n23,g36,g5
n24,g49,g76
n17,g58,g37
n54,g23,g26
n77,g63,g8
n63,g25,g78
n9,g38,g99
n25,g95,g65
n10,g38,g29
n68,g27,g6
n34,g92,g91
n72,g83,g85
n73,g13,g15
n55,g65,g47
n44,g3,g59
n16,g29,g76
n80,g97,g5
n81,g87,g8
n75,g15,g58
n66,g39,g83
n47,g8,g81
n52,g53,g79
n59,g30,g37
n57,g60,g1
n71,g94,g34
n37,g87,g5
n31,g18,g7
n19,g72,g44
n46,g97,g27
n65,g26,g46
n85,g25,g21
n1,g35,g27
n84,g27,g22
n32,g73,g78
n26,g3,g51
n20,g18,g74
n53,g53,g70
n56,g52,g70
n76,g2,g34
n38,g4,g15
n13,g86,g73
n67,g95,g54
n41,g15,g84
n18,g53,g73
n11,g95,g30
n30,g71,g2
n35,g8,g36
n8,g6,g43
n83,g89,g66
n39,g49,g39
n33,g9,g65
n27,g94,g45
n50,g31,g7
n12,g79,g22
n82,g67,g53
n0,g36,g2
n43,g65,g72
n58,g49,g48
n36,g47,g30
n42,g86,g5
n61,g18,g70
n78,g54,g76
n3,g15,g50
n29,g88,g43
n49,g4,g86
n62,g9,g79
n40,g93,g34
n51,g8,g41
n7,g95,g31
n15,g47,g88
n48,g2,g0
n64,g35,g63
n2,g78,g26
