n0,g70,g26
n1,g2,g61
n2,g0,g14
n3,g60,g15
n4,g84,g83
n5,g74,g95
n6,g99,g80
n7,g32,g19
n8,g85,g78
n9,g86,g54
n10,g94,g53
n11,g35,g0
n12,g20,g0
n13,g8,g4
n14,g29,g73
n15,g17,g51
n16,g99,g45
n17,g94,g10
n18,g30,g16
n19,g79,g84
n20,g32,g29
n21,g2,g30
n22,g4,g17
n23,g52,g23
n24,g35,g28
n25,g93,g17
n26,g30,g28
n27,g18,g5
n28,g71,g94
n29,g32,g41
n30,g64,g52
n31,g72,g68
n32,g6,g47
n33,g28,g54
n34,g62,g43
n35,g97,g34
n36,g78,g0
n37,g86,g41
n38,g93,g40
n39,g92,g11
n40,g49,g12
n41,g68,g53
n42,g54,g71
n43,g28,g11
n44,g59,g48
n45,g6,g80
n46,g64,g14
n47,g12,g89
n48,g6,g97
n49,g53,g89
n50,g15,g9
n51,g17,g29
n52,g92,g71
n53,g66,g99
n54,g88,g85
n55,g64,g51
n56,g7,g6
n57,g35,g76
n58,g28,g77
n59,g26,g57
n60,g73,g41
n61,g44,g36
n62,g86,g5
n63,g5,g16
n64,g11,g29
n65,g6,g87
n66,g13,g96
n67,g35,g2
n68,g84,g7
n69,g38,g67
