n0,g14,g11
n1,g73,g65
n2,g10,g31
n3,g28,g87
n4,g34,g0
n5,g7,g53
n6,g8,g67
n7,g73,g72
n8,g46,g14
n9,g97,g1
n10,g93,g81
n11,g0,g67
n12,g65,g92
n13,g34,g90
n14,g54,g8
n15,g26,g80
n16,g30,g96
n17,g55,g23
n18,g25,g20
n19,g18,g47
n20,g21,g34
n21,g17,g31
n22,g71,g66
n23,g9,g67
n24,g97,g15
n25,g30,g65
n26,g7,g85
n27,g61,g93
n28,g69,g7
n29,g80,g5
n30,g13,g47
n31,g61,g95
n32,g94,g13
n33,g51,g66
n34,g23,g93
n35,g70,g47
n36,g12,g98
n37,g72,g23
n38,g84,g38
n39,g27,g41
n40,g25,g60
n41,g25,g67
n42,g20,g18
n43,g61,g75
n44,g35,g56
n45,g87,g45
n46,g35,g30
n47,g82,g52
n48,g70,g68
n49,g26,g96
n50,g36,g19
n51,g74,g28
n52,g75,g94
n53,g27,g42
n54,g1,g42
n55,g35,g89
n56,g71,g98
n57,g96,g38
n58,g53,g89
n59,g63,g84
n60,g76,g13
n61,g35,g8
n62,g13,g68
n63,g25,g13
n64,g63,g53
n65,g66,g76
n66,g98,g90
n67,g89,g46
n68,g26,g40
n69,g50,g48
n70,g70,g66
n71,g10,g58
n72,g71,g75
n73,g4,g63
n74,g53,g47
n75,g72,g31
n76,g38,g30
n77,g21,g65
n78,g7,g79
n79,g91,g65
