n70,g78,g40
n65,g20,g42
n6,g89,g16
n35,g48,g77
n4,g66,g53
n32,g86,g22
n72,g98,g11
n74,g11,g61
n26,g11,g96
n21,g56,g90
n60,g93,g14
n20,g53,g41
n73,g49,g79
n51,g99,g30
n69,g0,g33
n71,g82,g8
n28,g24,g11
n14,g1,g31
n45,g72,g80
n39,g4,g13
n5,g97,g2
n23,g58,g42
n24,g12,g30
n54,g23,g4
n16,g88,g54
n17,g64,g80
n18,g88,g87
n63,g74,g99
n9,g43,g64
n25,g59,g93
n30,g49,g91
n31,g63,g59
n10,g28,g72
n43,g62,g46
n68,g75,g19
n34,g59,g48
n8,g38,g55
n53,g46,g94
n55,g62,g78
n38,g48,g53
n33,g13,g67
n62,g99,g58
n11,g91,g73
n27,g23,g77
n50,g87,g5
n44,g36,g67
n12,g21,g14
n67,g87,g96
n75,g45,g82
n0,g1,g46
n22,g12,g62
n58,g43,g13
n36,g59,g57
n42,g98,g45
n61,g85,g17
n3,g8,g27
n29,g86,g41
n47,g99,g43
n49,g68,g55
n52,g94,g11
n59,g74,g54
n57,g92,g14
n66,g44,g52
n37,g3,g82
n13,g51,g88
n40,g48,g29
n19,g37,g20
n46,g17,g43
n7,g67,g5
n15,g52,g93
n48,g37,g8
n41,g15,g58
n76,g16,g90
n64,g70,g12
n56,g87,g42
n2,g26,g91
n1,g5,g66
