n70,g44,g32
n65,g25,g78
n6,g83,g26
n35,g4,g91
n4,g40,g83
n32,g14,g93
n72,g74,g24
n74,g40,g73
n26,g89,g53
n21,g4,g39
n60,g83,g54
n20,g2,g26
n73,g20,g7
n51,g70,g13
n69,g48,g5
n71,g10,g39
n28,g27,g51
n14,g1,g18
n45,g2,g66
n39,g7,g72
n5,g30,g64
n23,g90,g61
n24,g54,g0
n54,g96,g83
n16,g45,g25
n17,g62,g3
n18,g79,g35
n63,g79,g13
n9,g21,g76
n25,g30,g28
n30,g23,g98
n31,g7,g41
n10,g69,g1
n43,g6,g98
n68,g98,g76
n34,g39,g53
n8,g97,g81
n53,g35,g87
n55,g66,g68
n38,g35,g94
n33,g15,g67
n62,g11,g41
n11,g34,g58
n27,g42,g15
n50,g91,g25
n44,g62,g82
n12,g23,g82
n67,g63,g83
n75,g67,g62
n0,g14,g38
n22,g19,g46
n58,g69,g8
n36,g21,g87
n42,g88,g20
n61,g74,g91
n3,g58,g14
n29,g51,g5
n47,g19,g17
n49,g90,g63
n52,g5,g47
n59,g64,g16
n57,g3,g69
n66,g50,g94
n37,g27,g75
n13,g11,g39
n40,g5,g14
n19,g59,g27
n46,g66,g36
n7,g8,g26
n15,g74,g68
n48,g51,g62
n41,g19,g7
n64,g80,g73
n56,g10,g90
n2,g72,g0
n1,g26,g29
