n70,g80,g81
n65,g88,g9
n6,g21,g5
n35,g23,g76
n4,g28,g52
n32,g90,g83
n72,g2,g15
n74,g28,g79
n26,g56,g32
n21,g39,g24
n60,g76,g16
n20,g33,g32
n73,g52,g14
n51,g71,g39
n69,g59,g4
n71,g21,g79
n28,g38,g64
n14,g87,g25
n45,g48,g26
n39,g33,g46
n5,g33,g78
n23,g24,g71
n24,g18,g93
n54,g95,g54
n16,g60,g34
n17,g47,g92
n18,g98,g67
n63,g46,g84
n9,g29,g75
n25,g59,g82
n30,g70,g44
n31,g91,g79
n10,g24,g26
n43,g81,g61
n68,g74,g0
n34,g5,g45
n8,g51,g13
n53,g87,g52
n55,g48,g9
n38,g75,g74
n33,g30,g38
n62,g9,g87
n11,g19,g23
n27,g14,g33
n50,g97,g25
n44,g27,g63
n12,g48,g84
n67,g71,g30
n75,g46,g75
n0,g45,g98
n22,g16,g8
n58,g52,g67
n36,g53,g5
n42,g64,g82
n61,g81,g89
n3,g88,g11
n29,g14,g39
n47,g26,g92
n49,g63,g4
n52,g29,g61
n59,g61,g4
n57,g43,g92
n66,g25,g61
n37,g31,g46
n13,g3,g57
n40,g20,g48
n19,g68,g23
n46,g86,g26
n7,g36,g84
n15,g95,g35
n48,g33,g13
n41,g5,g35
n64,g63,g44
n56,g60,g27
n2,g12,g43
n1,g9,g86
