n70,g23,g54
n65,g83,g26
n6,g54,g16
n35,g8,g6
n4,g49,g69
n32,g70,g79
n72,g53,g33
n74,g39,g98
n26,g39,g51
n21,g92,g4
n60,g99,g26
n20,g99,g47
n73,g71,g13
n51,g2,g42
n69,g31,g51
n71,g17,g53
n28,g59,g30
n77,g2,g3
n14,g26,g24
n45,g80,g93
n39,g8,g0
n5,g19,g5
n23,g52,g56
n24,g70,g67
n54,g36,g63
n16,g86,g66
n82,g96,g7
n17,g68,g12
n18,g67,g56
n63,g83,g50
n9,g11,g37
n25,g35,g21
n30,g77,g11
n31,g97,g17
n10,g88,g34
n43,g40,g36
n68,g47,g83
n34,g18,g86
n8,g31,g11
n79,g67,g37
n53,g53,g13
n55,g64,g91
n38,g52,g60
n33,g37,g44
n62,g58,g98
n11,g72,g58
n27,g82,g86
n50,g46,g23
n44,g87,g44
n12,g97,g71
n67,g7,g64
n75,g7,g84
n80,g28,g66
n0,g7,g29
n22,g5,g99
n81,g83,g86
n58,g91,g52
n36,g95,g97
n42,g75,g57
n61,g61,g52
n78,g14,g53
n3,g73,g29
n29,g78,g8
n47,g43,g86
n49,g33,g58
n52,g20,g29
n59,g51,g65
n57,g35,g98
n66,g71,g37
n37,g29,g47
n13,g48,g28
n40,g72,g99
n19,g56,g41
n46,g9,g31
n7,g92,g43
n15,g16,g55
n48,g84,g29
n41,g33,g70
n76,g98,g33
n64,g46,g24
n56,g20,g99
n2,g81,g17
n1,g72,g52
