n70,g61,g47
n65,g93,g72
n6,g77,g31
n35,g99,g38
n4,g75,g42
n32,g56,g49
n26,g3,g81
n21,g68,g83
n60,g39,g13
n20,g10,g3
n51,g10,g91
n69,g32,g45
n71,g51,g0
n28,g15,g40
n14,g18,g74
n45,g93,g91
n39,g63,g35
n5,g19,g23
n23,g16,g79
n24,g27,g2
n54,g28,g33
n16,g12,g78
n17,g24,g86
n18,g46,g23
n63,g70,g38
n9,g52,g32
n25,g87,g46
n30,g52,g15
n31,g28,g44
n10,g34,g96
n43,g78,g41
n68,g57,g90
n34,g7,g65
n8,g58,g17
n53,g69,g86
n55,g17,g76
n38,g75,g7
n33,g26,g81
n62,g93,g42
n11,g28,g13
n27,g89,g4
n50,g92,g59
n44,g13,g82
n12,g89,g77
n67,g75,g87
n0,g26,g93
n22,g41,g93
n58,g87,g26
n36,g50,g65
n42,g8,g9
n61,g34,g32
n3,g9,g33
n29,g21,g24
n47,g15,g54
n49,g11,g64
n52,g4,g62
n59,g4,g48
n57,g36,g12
n66,g47,g44
n37,g41,g27
n13,g30,g9
n40,g16,g2
n19,g77,g18
n46,g83,g82
n7,g24,g71
n15,g30,g5
n48,g32,g21
n41,g45,g68
n64,g92,g99
n56,g39,g20
n2,g4,g46
n1,g94,g46
