n70,g13,g52
n65,g17,g73
n6,g71,g4
n35,g49,g87
n4,g5,g14
n32,g62,g15
n26,g65,g30
n21,g8,g28
n60,g66,g37
n20,g42,g65
n51,g4,g1
n69,g75,g22
n71,g75,g92
n28,g92,g2
n14,g53,g22
n45,g31,g75
n39,g65,g15
n5,g94,g65
n23,g12,g84
n24,g41,g0
n54,g68,g33
n16,g96,g67
n17,g3,g25
n18,g52,g22
n63,g21,g70
n9,g84,g18
n25,g48,g95
n30,g42,g74
n31,g53,g4
n10,g1,g15
n43,g73,g34
n68,g9,g77
n34,g14,g83
n8,g61,g43
n53,g35,g23
n55,g27,g67
n38,g0,g80
n33,g40,g67
n62,g17,g88
n11,g69,g54
n27,g0,g70
n50,g67,g95
n44,g55,g39
n12,g32,g94
n67,g8,g2
n0,g28,g36
n22,g10,g35
n58,g22,g0
n36,g64,g43
n42,g35,g76
n61,g55,g61
n3,g34,g38
n29,g76,g69
n47,g56,g8
n49,g8,g25
n52,g29,g5
n59,g10,g58
n57,g90,g13
n66,g25,g66
n37,g75,g90
n13,g16,g99
n40,g68,g30
n19,g5,g55
n46,g77,g94
n7,g88,g32
n15,g12,g7
n48,g3,g64
n41,g52,g7
n64,g3,g60
n56,g89,g54
n2,g7,g69
n1,g70,g72
