n70,g49,g87
n65,g80,g38
n6,g9,g93
n35,g51,g75
n4,g72,g67
n32,g71,g31
n26,g98,g31
n21,g95,g85
n60,g23,g93
n20,g33,g37
n51,g89,g52
n69,g44,g73
n71,g39,g3
n28,g94,g76
n14,g33,g67
n45,g17,g68
n39,g92,g69
n5,g51,g45
n23,g65,g76
n24,g54,g29
n54,g65,g98
n16,g52,g37
n17,g15,g69
n18,g78,g21
n63,g84,g60
n9,g55,g75
n25,g51,g24
n30,g1,g13
n31,g61,g10
n10,g48,g73
n43,g46,g22
n68,g8,g2
n34,g42,g11
n8,g36,g21
n53,g33,g6
n55,g53,g84
n38,g73,g61
n33,g70,g43
n62,g59,g29
n11,g30,g91
n27,g5,g50
n50,g70,g13
n44,g15,g12
n12,g56,g75
n67,g44,g96
n0,g87,g99
n22,g34,g64
n58,g76,g90
n36,g57,g28
n42,g22,g82
n61,g81,g13
n3,g46,g38
n29,g66,g15
n47,g66,g84
n49,g13,g15
n52,g88,g33
n59,g1,g92
n57,g79,g51
n66,g91,g69
n37,g70,g86
n13,g68,g36
n40,g43,g10
n19,g29,g81
n46,g16,g78
n7,g20,g13
n15,g7,g14
n48,g88,g4
n41,g70,g73
n64,g3,g4
n56,g86,g97
n2,g72,g37
n1,g98,g92
