n70,g84,g4
n65,g35,g59
n6,g33,g14
n35,g85,g92
n4,g56,g36
n32,g5,g25
n26,g6,g51
n21,g38,g89
n60,g86,g89
n20,g62,g51
n51,g99,g15
n69,g82,g66
n71,g35,g61
n28,g20,g90
n14,g51,g55
n45,g35,g89
n39,g78,g20
n5,g19,g0
n23,g47,g49
n24,g49,g67
n54,g28,g27
n16,g89,g9
n17,g22,g46
n18,g12,g97
n63,g72,g83
n9,g47,g91
n25,g5,g95
n30,g18,g46
n31,g41,g42
n10,g70,g41
n43,g28,g33
n68,g6,g74
n34,g11,g75
n8,g55,g34
n53,g75,g46
n55,g20,g88
n38,g48,g17
n33,g36,g20
n62,g81,g49
n11,g55,g74
n27,g75,g64
n50,g65,g17
n44,g83,g67
n12,g28,g26
n67,g5,g82
n0,g99,g45
n22,g13,g23
n58,g13,g89
n36,g81,g7
n42,g51,g3
n61,g92,g24
n3,g74,g29
n29,g43,g3
n47,g32,g43
n49,g15,g68
n52,g16,g94
n59,g45,g96
n57,g7,g75
n66,g32,g12
n37,g54,g44
n13,g79,g63
n40,g3,g15
n19,g72,g21
n46,g90,g26
n7,g53,g63
n15,g52,g5
n48,g6,g85
n41,g60,g58
n64,g73,g80
n56,g15,g7
n2,g78,g9
n1,g65,g22
