n70,g49,g79
n65,g4,g78
n6,g14,g72
n35,g91,g54
n4,g59,g1
n32,g45,g65
n26,g57,g96
n21,g19,g48
n60,g16,g11
n20,g96,g80
n51,g85,g72
n69,g68,g77
n71,g65,g1
n28,g82,g69
n14,g27,g43
n45,g13,g51
n39,g41,g53
n5,g77,g76
n23,g56,g82
n24,g37,g43
n54,g11,g13
n16,g14,g16
n17,g54,g36
n18,g62,g82
n63,g94,g33
n9,g37,g91
n25,g44,g25
n30,g33,g59
n31,g55,g31
n10,g81,g60
n43,g48,g7
n68,g87,g90
n34,g21,g10
n8,g81,g22
n53,g82,g39
n55,g64,g59
n38,g42,g68
n33,g20,g84
n62,g46,g94
n11,g92,g44
n27,g19,g22
n50,g85,g48
n44,g84,g36
n12,g89,g5
n67,g53,g86
n0,g53,g40
n22,g56,g28
n58,g47,g80
n36,g24,g96
n42,g74,g49
n61,g66,g21
n3,g16,g59
n29,g86,g84
n47,g80,g37
n49,g47,g2
n52,g73,g87
n59,g51,g88
n57,g41,g91
n66,g6,g32
n37,g97,g99
n13,g23,g64
n40,g93,g35
n19,g64,g98
n46,g70,g89
n7,g25,g77
n15,g57,g47
n48,g78,g57
n41,g68,g54
n64,g62,g8
n56,g77,g24
n2,g91,g6
n1,g4,g55
