n70,g11,g90
n65,g2,g89
n6,g67,g48
n35,g16,g12
n4,g79,g1
n32,g82,g39
n72,g50,g29
n74,g30,g39
n26,g81,g58
n21,g26,g75
n60,g58,g60
n20,g49,g1
n73,g3,g4
n51,g59,g14
n69,g92,g39
n71,g21,g91
n28,g47,g46
n77,g53,g7
n14,g2,g79
n45,g47,g42
n39,g32,g94
n5,g39,g80
n23,g80,g62
n24,g73,g57
n54,g83,g44
n16,g63,g92
n17,g64,g87
n18,g97,g23
n63,g56,g43
n9,g26,g74
n25,g78,g17
n30,g43,g28
n31,g61,g94
n10,g6,g73
n43,g71,g33
n68,g95,g84
n34,g84,g91
n8,g5,g72
n53,g77,g19
n55,g91,g30
n38,g78,g42
n33,g6,g20
n62,g73,g16
n11,g74,g32
n27,g95,g63
n50,g0,g40
n44,g59,g64
n12,g40,g1
n67,g50,g51
n75,g36,g75
n0,g14,g46
n22,g29,g37
n58,g34,g1
n36,g28,g89
n42,g6,g26
n61,g75,g46
n3,g73,g61
n29,g29,g52
n47,g90,g75
n49,g83,g87
n52,g72,g59
n59,g50,g16
n57,g0,g53
n66,g64,g6
n37,g41,g52
n13,g27,g11
n40,g21,g96
n19,g96,g16
n46,g19,g18
n7,g72,g19
n15,g53,g95
n48,g70,g59
n41,g80,g15
n76,g60,g39
n64,g26,g70
n56,g88,g87
n2,g16,g36
n1,g69,g20
