n70,g70,g23
n65,g81,g19
n6,g72,g97
n35,g29,g46
n4,g68,g40
n32,g61,g78
n72,g84,g79
n74,g68,g90
n26,g27,g43
n21,g38,g46
n60,g9,g83
n20,g13,g31
n73,g3,g68
n51,g90,g54
n69,g40,g17
n71,g57,g15
n28,g77,g9
n77,g11,g30
n14,g81,g39
n45,g43,g7
n39,g38,g39
n5,g15,g59
n23,g76,g69
n24,g5,g75
n54,g54,g18
n16,g30,g92
n17,g45,g57
n18,g8,g16
n63,g12,g44
n9,g89,g27
n25,g66,g53
n30,g45,g92
n31,g82,g81
n10,g62,g47
n43,g55,g95
n68,g90,g69
n34,g54,g35
n8,g72,g18
n53,g46,g44
n55,g86,g80
n38,g28,g17
n33,g31,g89
n62,g22,g20
n11,g51,g60
n27,g11,g20
n50,g13,g41
n44,g36,g96
n12,g37,g53
n67,g78,g99
n75,g38,g98
n0,g93,g72
n22,g31,g33
n58,g56,g47
n36,g79,g20
n42,g72,g57
n61,g65,g82
n3,g1,g45
n29,g92,g16
n47,g92,g89
n49,g19,g17
n52,g29,g10
n59,g0,g67
n57,g95,g27
n66,g81,g32
n37,g3,g32
n13,g46,g64
n40,g87,g80
n19,g58,g81
n46,g94,g18
n7,g0,g86
n15,g17,g46
n48,g74,g91
n41,g60,g82
n76,g82,g66
n64,g67,g95
n56,g21,g59
n2,g69,g96
n1,g57,g85
