n70,g22,g32
n6,g96,g50
n4,g78,g95
n22,g50,g94
n21,g77,g98
n60,g25,g61
n79,g21,g9
n74,g83,g68
n69,g74,g31
n28,g59,g97
n14,g91,g87
n45,g54,g68
n5,g77,g91
n23,g86,g57
n24,g24,g25
n17,g13,g11
n54,g51,g1
n77,g87,g66
n63,g52,g9
n9,g39,g28
n25,g5,g85
n87,g47,g69
n10,g85,g17
n68,g80,g24
n34,g2,g63
n72,g64,g15
n73,g8,g72
n55,g9,g70
n44,g1,g31
n16,g75,g25
n80,g38,g52
n81,g28,g79
n75,g69,g74
n66,g59,g72
n47,g87,g10
n52,g18,g67
n59,g69,g48
n57,g51,g60
n71,g31,g24
n37,g10,g82
n31,g29,g43
n19,g9,g54
n46,g84,g5
n65,g26,g61
n85,g39,g22
n1,g53,g52
n84,g62,g72
n32,g77,g90
n26,g50,g88
n20,g2,g75
n53,g91,g68
n56,g26,g23
n76,g5,g43
n38,g24,g16
n13,g10,g46
n67,g80,g70
n41,g31,g41
n18,g42,g13
n11,g66,g23
n30,g61,g51
n35,g99,g49
n8,g5,g10
n83,g34,g74
n39,g8,g95
n33,g79,g85
n27,g58,g81
n50,g25,g68
n12,g81,g41
n82,g9,g94
n0,g37,g10
n43,g71,g44
n58,g11,g56
n36,g1,g0
n42,g69,g4
n61,g50,g83
n78,g60,g21
n3,g91,g46
n29,g25,g57
n49,g72,g1
n88,g90,g41
n86,g88,g57
n62,g31,g46
n40,g95,g13
n51,g97,g7
n7,g62,g3
n15,g11,g45
n48,g93,g45
n64,g34,g90
n2,g48,g95
