n70,g47,g38
n6,g54,g64
n4,g96,g50
n22,g43,g24
n21,g12,g46
n60,g67,g39
n79,g17,g91
n74,g67,g93
n69,g9,g37
n28,g82,g33
n14,g82,g85
n45,g7,g95
n5,g34,g60
n23,g9,g77
n24,g39,g19
n17,g52,g54
n54,g91,g87
n77,g29,g94
n63,g59,g7
n9,g43,g40
n25,g27,g46
n87,g42,g65
n10,g54,g5
n68,g71,g76
n34,g36,g37
n72,g69,g93
n73,g66,g16
n55,g88,g97
n44,g16,g39
n16,g14,g37
n80,g18,g99
n81,g98,g32
n75,g88,g25
n66,g3,g97
n47,g66,g55
n52,g94,g44
n59,g97,g92
n57,g96,g65
n71,g24,g81
n37,g14,g10
n31,g39,g4
n19,g49,g93
n46,g25,g2
n65,g43,g49
n85,g14,g88
n1,g74,g29
n84,g14,g94
n32,g74,g23
n26,g16,g41
n20,g0,g12
n53,g36,g92
n56,g63,g11
n76,g63,g89
n38,g92,g64
n13,g69,g87
n67,g61,g66
n41,g23,g95
n18,g12,g8
n11,g22,g87
n30,g89,g19
n35,g56,g57
n8,g51,g31
n83,g11,g45
n39,g12,g71
n33,g59,g15
n27,g24,g58
n50,g85,g98
n12,g49,g44
n82,g9,g87
n0,g48,g82
n43,g64,g76
n58,g86,g7
n36,g2,g88
n42,g90,g30
n61,g44,g29
n78,g98,g49
n3,g75,g80
n29,g12,g67
n49,g68,g94
n88,g5,g79
n86,g56,g8
n62,g99,g4
n40,g70,g66
n51,g16,g52
n7,g86,g77
n15,g0,g15
n48,g9,g31
n64,g27,g77
n2,g38,g27
