n70,g84,g39
n6,g72,g41
n4,g71,g18
n22,g64,g6
n21,g54,g38
n60,g59,g88
n79,g93,g21
n74,g73,g94
n69,g76,g93
n28,g78,g20
n14,g85,g71
n45,g90,g92
n5,g64,g99
n23,g38,g77
n24,g30,g42
n17,g73,g54
n54,g5,g20
n77,g73,g56
n63,g59,g90
n9,g80,g86
n25,g93,g11
n10,g48,g90
n68,g57,g92
n34,g49,g31
n72,g76,g24
n73,g64,g50
n55,g51,g65
n44,g10,g40
n16,g60,g38
n80,g74,g87
n81,g30,g74
n75,g5,g35
n66,g16,g72
n47,g20,g76
n52,g51,g11
n59,g78,g3
n57,g44,g18
n71,g22,g81
n37,g2,g18
n31,g74,g79
n19,g39,g72
n46,g63,g99
n65,g67,g78
n85,g82,g46
n1,g39,g98
n84,g72,g79
n32,g70,g33
n26,g79,g78
n20,g5,g28
n53,g52,g51
n56,g25,g26
n76,g68,g75
n38,g53,g30
n13,g55,g36
n67,g51,g22
n41,g27,g4
n18,g18,g93
n11,g1,g45
n30,g86,g52
n35,g15,g19
n8,g95,g42
n83,g86,g98
n39,g26,g81
n33,g52,g6
n27,g75,g61
n50,g48,g22
n12,g4,g24
n82,g3,g6
n0,g59,g26
n43,g46,g16
n58,g21,g33
n36,g35,g1
n42,g24,g40
n61,g23,g26
n78,g52,g34
n3,g99,g46
n29,g41,g97
n49,g99,g33
n86,g69,g16
n62,g27,g65
n40,g95,g76
n51,g97,g7
n7,g78,g95
n15,g70,g99
n48,g73,g84
n64,g90,g72
n2,g20,g10
