n70,g14,g76
n6,g15,g37
n4,g78,g36
n22,g73,g42
n21,g50,g88
n60,g97,g36
n79,g38,g79
n74,g85,g54
n69,g87,g12
n28,g46,g19
n14,g59,g47
n45,g58,g70
n5,g81,g31
n23,g50,g26
n24,g46,g67
n17,g37,g55
n54,g27,g72
n77,g50,g8
n63,g60,g98
n9,g31,g61
n25,g18,g92
n10,g34,g94
n68,g28,g23
n34,g84,g17
n72,g56,g26
n73,g12,g19
n55,g61,g78
n44,g62,g10
n16,g93,g2
n80,g88,g75
n81,g93,g82
n75,g63,g4
n66,g52,g79
n47,g21,g43
n52,g66,g3
n59,g2,g69
n57,g72,g85
n71,g95,g54
n37,g66,g18
n31,g15,g81
n19,g29,g31
n46,g3,g23
n65,g99,g40
n85,g65,g55
n1,g29,g63
n84,g47,g85
n32,g67,g6
n26,g30,g3
n20,g73,g41
n53,g25,g99
n56,g45,g36
n76,g75,g90
n38,g17,g57
n13,g69,g38
n67,g38,g90
n41,g53,g97
n18,g1,g90
n11,g46,g85
n30,g41,g4
n35,g46,g61
n8,g40,g30
n83,g88,g39
n39,g53,g21
n33,g97,g91
n27,g4,g55
n50,g25,g4
n12,g43,g70
n82,g10,g67
n0,g85,g74
n43,g3,g67
n58,g43,g47
n36,g38,g51
n42,g53,g50
n61,g46,g78
n78,g74,g69
n3,g97,g57
n29,g76,g37
n49,g32,g24
n86,g48,g68
n62,g92,g3
n40,g52,g65
n51,g1,g38
n7,g37,g80
n15,g48,g51
n48,g51,g47
n64,g21,g70
n2,g31,g8
