n70,g29,g9
n6,g88,g73
n4,g44,g88
n22,g13,g61
n21,g8,g4
n60,g37,g95
n79,g21,g8
n74,g97,g51
n69,g6,g21
n28,g55,g12
n14,g47,g88
n45,g79,g96
n5,g72,g43
n23,g27,g30
n24,g16,g74
n17,g50,g27
n54,g17,g54
n77,g79,g34
n63,g66,g81
n9,g60,g56
n25,g7,g81
n10,g1,g52
n68,g42,g47
n34,g80,g52
n72,g14,g29
n73,g85,g79
n55,g61,g48
n44,g21,g75
n16,g82,g42
n80,g19,g84
n81,g22,g1
n75,g65,g40
n66,g66,g75
n47,g14,g23
n52,g78,g13
n59,g70,g74
n57,g17,g1
n71,g69,g75
n37,g71,g98
n31,g75,g60
n19,g97,g86
n46,g50,g20
n65,g62,g54
n85,g38,g47
n1,g65,g98
n84,g40,g4
n32,g70,g28
n26,g28,g10
n20,g65,g78
n53,g85,g48
n56,g55,g84
n76,g19,g70
n38,g86,g54
n13,g55,g73
n67,g10,g22
n41,g61,g85
n18,g89,g80
n11,g6,g50
n30,g74,g53
n35,g58,g45
n8,g60,g25
n83,g46,g77
n39,g21,g67
n33,g47,g24
n27,g36,g80
n50,g36,g67
n12,g15,g67
n82,g33,g6
n0,g44,g67
n43,g90,g21
n58,g47,g16
n36,g24,g0
n42,g75,g14
n61,g72,g3
n78,g54,g64
n3,g55,g91
n29,g79,g80
n49,g49,g69
n86,g11,g86
n62,g25,g76
n40,g27,g24
n51,g17,g31
n7,g72,g61
n15,g53,g17
n48,g42,g59
n64,g74,g79
n2,g91,g40
