n70,g27,g49
n6,g1,g2
n4,g15,g57
n22,g73,g31
n21,g82,g8
n60,g45,g31
n79,g22,g74
n74,g60,g35
n69,g69,g99
n28,g81,g10
n14,g91,g58
n45,g10,g42
n5,g3,g0
n23,g69,g14
n24,g18,g84
n17,g25,g34
n54,g30,g83
n77,g31,g0
n63,g62,g46
n9,g80,g20
n25,g63,g13
n10,g28,g21
n68,g68,g92
n34,g58,g78
n72,g65,g12
n73,g92,g46
n55,g49,g82
n44,g34,g83
n16,g41,g20
n80,g93,g33
n81,g32,g88
n75,g54,g5
n66,g58,g96
n47,g32,g76
n52,g67,g36
n59,g51,g64
n57,g23,g46
n71,g43,g45
n37,g62,g35
n31,g42,g27
n19,g80,g42
n46,g57,g5
n65,g37,g34
n85,g39,g50
n1,g65,g61
n84,g98,g38
n32,g20,g85
n26,g44,g50
n20,g9,g81
n53,g60,g51
n56,g37,g51
n76,g28,g27
n38,g17,g35
n13,g95,g15
n67,g52,g15
n41,g78,g87
n18,g72,g14
n11,g55,g21
n30,g84,g62
n35,g10,g6
n8,g84,g47
n83,g40,g29
n39,g84,g98
n33,g31,g30
n27,g2,g79
n50,g86,g4
n12,g38,g80
n82,g51,g85
n0,g35,g2
n43,g34,g28
n58,g36,g24
n36,g4,g34
n42,g45,g65
n61,g21,g15
n78,g22,g66
n3,g92,g83
n29,g89,g88
n49,g41,g9
n86,g62,g71
n62,g11,g21
n40,g9,g84
n51,g53,g18
n7,g10,g29
n15,g26,g81
n48,g29,g36
n64,g19,g89
n2,g19,g39
