n70,g44,g43
n65,g87,g78
n6,g82,g51
n35,g8,g31
n4,g3,g30
n32,g52,g66
n26,g69,g23
n21,g80,g44
n60,g27,g89
n20,g58,g34
n51,g72,g14
n69,g27,g51
n71,g22,g7
n28,g32,g62
n14,g43,g25
n45,g13,g5
n39,g47,g75
n5,g20,g87
n23,g54,g23
n24,g72,g80
n54,g86,g37
n16,g43,g52
n17,g33,g88
n18,g17,g90
n63,g10,g3
n9,g43,g88
n25,g17,g87
n30,g2,g30
n31,g61,g79
n10,g1,g6
n43,g42,g54
n68,g22,g79
n34,g59,g26
n8,g63,g16
n53,g42,g6
n55,g23,g53
n38,g48,g40
n33,g10,g65
n62,g56,g90
n11,g40,g86
n27,g14,g47
n50,g64,g79
n44,g59,g22
n12,g89,g77
n67,g48,g63
n0,g16,g36
n22,g74,g35
n58,g4,g15
n36,g75,g98
n42,g8,g53
n61,g94,g21
n3,g2,g5
n29,g19,g56
n47,g25,g11
n49,g56,g50
n52,g64,g50
n59,g73,g44
n57,g58,g64
n66,g22,g11
n37,g95,g37
n13,g69,g90
n40,g62,g28
n19,g4,g6
n46,g46,g33
n7,g2,g79
n15,g96,g65
n48,g47,g41
n41,g25,g75
n64,g80,g26
n56,g43,g73
n2,g86,g16
n1,g49,g88
