n70,g47,g34
n65,g79,g24
n6,g24,g40
n35,g76,g38
n4,g58,g17
n32,g31,g78
n26,g28,g62
n21,g25,g5
n60,g20,g61
n20,g76,g89
n51,g90,g98
n69,g72,g91
n71,g14,g68
n28,g77,g46
n14,g37,g36
n45,g91,g62
n39,g36,g63
n5,g62,g2
n23,g79,g13
n24,g21,g29
n54,g77,g25
n16,g91,g3
n17,g97,g50
n18,g45,g1
n63,g44,g86
n9,g37,g86
n25,g26,g69
n30,g90,g8
n31,g36,g21
n10,g24,g42
n43,g7,g6
n68,g61,g91
n34,g3,g80
n8,g53,g71
n53,g21,g53
n55,g53,g9
n38,g69,g14
n33,g93,g38
n62,g80,g56
n11,g11,g85
n27,g74,g48
n50,g6,g1
n44,g15,g66
n12,g16,g25
n67,g72,g56
n0,g77,g36
n22,g44,g69
n58,g72,g60
n36,g74,g96
n42,g49,g13
n61,g28,g79
n3,g76,g15
n29,g37,g98
n47,g26,g79
n49,g22,g94
n52,g90,g32
n59,g28,g81
n57,g17,g0
n66,g16,g95
n37,g59,g1
n13,g93,g89
n40,g49,g78
n19,g37,g87
n46,g60,g91
n7,g62,g35
n15,g48,g16
n48,g28,g30
n41,g24,g50
n64,g85,g41
n56,g90,g31
n2,g58,g79
n1,g33,g68
