n70,g63,g32
n65,g50,g43
n6,g29,g99
n35,g4,g18
n4,g51,g60
n32,g31,g89
n26,g42,g95
n21,g93,g6
n60,g71,g86
n20,g40,g53
n51,g17,g43
n69,g59,g10
n71,g99,g1
n28,g30,g66
n14,g74,g67
n45,g22,g70
n39,g9,g25
n5,g11,g78
n23,g56,g88
n24,g79,g74
n54,g56,g41
n16,g35,g47
n17,g25,g13
n18,g97,g72
n63,g62,g53
n9,g69,g88
n25,g92,g80
n30,g39,g7
n31,g90,g76
n10,g80,g59
n43,g2,g19
n68,g45,g18
n34,g6,g94
n8,g8,g80
n53,g71,g55
n55,g49,g69
n38,g65,g81
n33,g46,g72
n62,g71,g54
n11,g76,g48
n27,g17,g2
n50,g11,g12
n44,g71,g99
n12,g33,g8
n67,g45,g33
n0,g34,g63
n22,g4,g70
n58,g62,g71
n36,g80,g96
n42,g14,g79
n61,g62,g70
n3,g68,g23
n29,g57,g31
n47,g98,g15
n49,g43,g30
n52,g1,g15
n59,g19,g15
n57,g68,g11
n66,g94,g93
n37,g96,g60
n13,g46,g59
n40,g19,g34
n19,g38,g65
n46,g80,g97
n7,g22,g97
n15,g81,g59
n48,g89,g57
n41,g42,g61
n64,g95,g87
n56,g52,g48
n2,g33,g75
n1,g92,g15
